+0.0000000000e+00   +1.1867850176e+01   -5.5252144355e+00   +7.8739082054e+03   +3.5825229064e-01   
+2.5000000000e-03   +1.1395555232e+01   -5.2261685620e+00   +7.1250251149e+03   +3.4079012511e-01   
+5.0000000000e-03   +1.0878287239e+01   -4.9064973887e+00   +6.3480228053e+03   +3.2167183857e-01   
+7.5000000000e-03   +1.0318087615e+01   -4.5674625118e+00   +5.5459677499e+03   +3.0066472078e-01   
+1.0000000000e-02   +9.7171672131e+00   -4.2104019470e+00   +4.7220252934e+03   +2.7743289690e-01   
+1.2500000000e-02   +9.0778975918e+00   -3.8367248493e+00   +3.8794471605e+03   +2.5146568099e-01   
+1.5000000000e-02   +8.4028016559e+00   -3.4479059515e+00   +3.0215586219e+03   +2.2192657690e-01   
+1.7500000000e-02   +7.6945437008e+00   -3.0454797441e+00   +2.1517453719e+03   +1.8727906867e-01   
+2.0000000000e-02   +6.9559188970e+00   -2.6310344194e+00   +1.2734401659e+03   +1.4407315747e-01   
+2.2500000000e-02   +6.1898422592e+00   -2.2062056039e+00   +3.9010927335e+02   +7.9741966088e-02   
+2.5000000000e-02   +5.3993371418e+00   -1.7726699029e+00   -4.9476120226e+02   -8.9803160283e-02   
+2.7500000000e-02   +4.5875233075e+00   -1.3321382835e+00   -1.3776790814e+03   -1.4985382554e-01   
+3.0000000000e-02   +3.7576046145e+00   -8.8634932298e-01   -2.2551598907e+03   -1.9172664452e-01   
+3.2500000000e-02   +2.9128563728e+00   -4.3706234660e-01   -3.1237406141e+03   -2.2564789388e-01   
+3.5000000000e-02   +2.0566124177e+00   +1.3949515199e-02   -3.9799933605e+03   -2.5470353703e-01   
+3.7500000000e-02   +1.1922519530e+00   +4.6490632463e-01   -4.8205388913e+03   -2.8031194040e-01   
+4.0000000000e-02   +3.2318621458e-01   +9.1402836119e-01   -5.6420599574e+03   -3.0325826832e-01   
+4.2500000000e-02   -5.4715499222e-01   +1.3595431454e+00   -6.4413143905e+03   -3.2402688865e-01   
