+0.0000000000e+00   +4.9374024234e-01   
+7.7336640000e-03   +4.9374120882e-01   
+1.5467325000e-02   +4.9374391505e-01   
+2.3197487000e-02   +4.9374777850e-01   
+3.0920662000e-02   +4.9375182744e-01   
+3.8633373000e-02   +4.9375470436e-01   
+4.6332158000e-02   +4.9375467311e-01   
+5.4013588000e-02   +4.9374963126e-01   
+6.1674260000e-02   +4.9373712952e-01   
+6.9310807000e-02   +4.9371440015e-01   
+7.6919913000e-02   +4.9367839659e-01   
+8.4498294000e-02   +4.9362584659e-01   
+9.2042744000e-02   +4.9355332017e-01   
+9.9550098000e-02   +4.9345731499e-01   
+1.0701726000e-01   +4.9333435930e-01   
+1.1444119000e-01   +4.9318113380e-01   
+1.2181896000e-01   +4.9299461031e-01   
+1.2914768000e-01   +4.9277221020e-01   
+1.3642456000e-01   +4.9251197487e-01   
+1.4364690000e-01   +4.9221274928e-01   
+1.5081206000e-01   +4.9187437458e-01   
+1.5791754000e-01   +4.9149787799e-01   
+1.6496091000e-01   +4.9108566570e-01   
+1.7193982000e-01   +4.9064170242e-01   
+1.7885207000e-01   +4.9017166859e-01   
+1.8569548000e-01   +4.8968310546e-01   
+1.9246808000e-01   +4.8918550547e-01   
+1.9916792000e-01   +4.8869038911e-01   
+2.0579319000e-01   +4.8821131302e-01   
+2.1234219000e-01   +4.8776383645e-01   
+2.1881332000e-01   +4.8736542964e-01   
+2.2520506000e-01   +4.8703532253e-01   
+2.3151606000e-01   +4.8679428722e-01   
+2.3774503000e-01   +4.8666437171e-01   
+2.4389079000e-01   +4.8666856697e-01   
+2.4995227000e-01   +4.8683042540e-01   
+2.5592855000e-01   +4.8717363710e-01   
+2.6181871000e-01   +4.8772155766e-01   
+2.6762199000e-01   +4.8849672219e-01   
+2.7333781000e-01   +4.8952035393e-01   
+2.7896553000e-01   +4.9081181385e-01   
+2.8450471000e-01   +4.9238813965e-01   
+2.8995499000e-01   +4.9426354998e-01   
+2.9531607000e-01   +4.9644898695e-01   
+3.0058777000e-01   +4.9895173659e-01   
+3.0576998000e-01   +5.0177506659e-01   
+3.1086266000e-01   +5.0491794181e-01   
+3.1586587000e-01   +5.0837483451e-01   
+3.2077977000e-01   +5.1213560255e-01   
+3.2560456000e-01   +5.1618539718e-01   
+3.3034050000e-01   +5.2050470348e-01   
+3.3498797000e-01   +5.2506951321e-01   
+3.3954734000e-01   +5.2985139609e-01   
+3.4401911000e-01   +5.3481790405e-01   
+3.4840384000e-01   +5.3993284454e-01   
+3.5270208000e-01   +5.4515658910e-01   
+3.5691452000e-01   +5.5044669814e-01   
+3.6104181000e-01   +5.5575819204e-01   
+3.6508474000e-01   +5.6104429740e-01   
+3.6904407000e-01   +5.6625677217e-01   
+3.7292063000e-01   +5.7134658728e-01   
+3.7671530000e-01   +5.7626445491e-01   
+3.8042900000e-01   +5.8096135844e-01   
+3.8406265000e-01   +5.8538902881e-01   
+3.8761723000e-01   +5.8950052159e-01   
+3.9109370000e-01   +5.9325059239e-01   
+3.9449313000e-01   +5.9659626971e-01   
+3.9781657000e-01   +5.9949709048e-01   
+4.0106508000e-01   +6.0191547992e-01   
+4.0423971000e-01   +6.0381703703e-01   
+4.0734160000e-01   +6.0517083226e-01   
+4.1037187000e-01   +6.0594951220e-01   
+4.1333163000e-01   +6.0612946240e-01   
+4.1622201000e-01   +6.0569090849e-01   
+4.1904420000e-01   +6.0461792533e-01   
+4.2179933000e-01   +6.0289845660e-01   
+4.2448854000e-01   +6.0052427752e-01   
+4.2711303000e-01   +5.9749084022e-01   
+4.2967397000e-01   +5.9379721640e-01   
+4.3217248000e-01   +5.8944602931e-01   
+4.3460977000e-01   +5.8444304800e-01   
+4.3698695000e-01   +5.7879732927e-01   
+4.3930525000e-01   +5.7252053085e-01   
+4.4156578000e-01   +5.6562724891e-01   
+4.4376966000e-01   +5.5813451462e-01   
+4.4591811000e-01   +5.5006117190e-01   
+4.4801220000e-01   +5.4142851449e-01   
+4.5005307000e-01   +5.3225927209e-01   
+4.5204183000e-01   +5.2257772900e-01   
+4.5397961000e-01   +5.1240925383e-01   
+4.5586747000e-01   +5.0178053636e-01   
+4.5770651000e-01   +4.9071879756e-01   
+4.5949781000e-01   +4.7925187614e-01   
+4.6124241000e-01   +4.6740818491e-01   
+4.6294135000e-01   +4.5521628291e-01   
+4.6459568000e-01   +4.4270459946e-01   
+4.6620640000e-01   +4.2990171782e-01   
+4.6777451000e-01   +4.1683587250e-01   
+4.6930102000e-01   +4.0353470059e-01   
+4.7078687000e-01   +3.9002581926e-01   
+4.7223306000e-01   +3.7633556923e-01   
+4.7364047000e-01   +3.6249058670e-01   
+4.7501010000e-01   +3.4851542337e-01   
+4.7634277000e-01   +3.3443545582e-01   
+4.7763947000e-01   +3.2027323885e-01   
+4.7890100000e-01   +3.0605225214e-01   
+4.8012826000e-01   +2.9179374889e-01   
+4.8132208000e-01   +2.7751859086e-01   
+4.8248330000e-01   +2.6324632514e-01   
+4.8361272000e-01   +2.4899576968e-01   
+4.8471117000e-01   +2.3478413191e-01   
+4.8577940000e-01   +2.2062841441e-01   
+4.8681819000e-01   +2.0654401507e-01   
+4.8782828000e-01   +1.9254565141e-01   
+4.8881042000e-01   +1.7864670034e-01   
+4.8976532000e-01   +1.6485991253e-01   
+4.9069366000e-01   +1.5119732456e-01   
+4.9159616000e-01   +1.3766924787e-01   
+4.9247351000e-01   +1.2428530295e-01   
+4.9332634000e-01   +1.1105494282e-01   
+4.9415529000e-01   +9.7986432593e-02   
+4.9496099000e-01   +8.5087176142e-02   
+4.9574405000e-01   +7.2363911008e-02   
+4.9650511000e-01   +5.9821922598e-02   
+4.9724472000e-01   +4.7467050526e-02   
+4.9796346000e-01   +3.5303767170e-02   
+4.9866188000e-01   +2.3336201736e-02   
+4.9934056000e-01   +1.1567148312e-02   
+5.0000000000e-01   +0.0000000000e+00   
