+0.0000000000e+00   +3.1716535619e-01   
+7.7336640000e-03   +3.1716824359e-01   
+1.5467325000e-02   +3.1717673086e-01   
+2.3197487000e-02   +3.1719028325e-01   
+3.0920662000e-02   +3.1720799823e-01   
+3.8633373000e-02   +3.1722859862e-01   
+4.6332158000e-02   +3.1725042529e-01   
+5.4013588000e-02   +3.1727143130e-01   
+6.1674260000e-02   +3.1728917947e-01   
+6.9310807000e-02   +3.1730084593e-01   
+7.6919913000e-02   +3.1730323234e-01   
+8.4498294000e-02   +3.1729278947e-01   
+9.2042744000e-02   +3.1726565507e-01   
+9.9550098000e-02   +3.1721770855e-01   
+1.0701726000e-01   +3.1714464475e-01   
+1.1444119000e-01   +3.1704206886e-01   
+1.2181896000e-01   +3.1690561232e-01   
+1.2914768000e-01   +3.1673107297e-01   
+1.3642456000e-01   +3.1651457502e-01   
+1.4364690000e-01   +3.1625274980e-01   
+1.5081206000e-01   +3.1594293529e-01   
+1.5791754000e-01   +3.1558338437e-01   
+1.6496091000e-01   +3.1517348725e-01   
+1.7193982000e-01   +3.1471399373e-01   
+1.7885207000e-01   +3.1420722581e-01   
+1.8569548000e-01   +3.1365729159e-01   
+1.9246808000e-01   +3.1307025513e-01   
+1.9916792000e-01   +3.1245430661e-01   
+2.0579319000e-01   +3.1181987095e-01   
+2.1234219000e-01   +3.1117968354e-01   
+2.1881332000e-01   +3.1054881316e-01   
+2.2520506000e-01   +3.0994462840e-01   
+2.3151606000e-01   +3.0938669206e-01   
+2.3774503000e-01   +3.0889661070e-01   
+2.4389079000e-01   +3.0849780376e-01   
+2.4995227000e-01   +3.0821521438e-01   
+2.5592855000e-01   +3.0807496042e-01   
+2.6181871000e-01   +3.0810393502e-01   
+2.6762199000e-01   +3.0832934932e-01   
+2.7333781000e-01   +3.0877825568e-01   
+2.7896553000e-01   +3.0947701634e-01   
+2.8450471000e-01   +3.1045078765e-01   
+2.8995499000e-01   +3.1172298174e-01   
+2.9531607000e-01   +3.1331473336e-01   
+3.0058777000e-01   +3.1524441237e-01   
+3.0576998000e-01   +3.1752714445e-01   
+3.1086266000e-01   +3.2017438503e-01   
+3.1586587000e-01   +3.2319356898e-01   
+3.2077977000e-01   +3.2658782000e-01   
+3.2560456000e-01   +3.3035568466e-01   
+3.3034050000e-01   +3.3449098569e-01   
+3.3498797000e-01   +3.3898280771e-01   
+3.3954734000e-01   +3.4381538922e-01   
+3.4401911000e-01   +3.4896834761e-01   
+3.4840384000e-01   +3.5441678981e-01   
+3.5270208000e-01   +3.6013145858e-01   
+3.5691452000e-01   +3.6607923223e-01   
+3.6104181000e-01   +3.7222325348e-01   
+3.6508474000e-01   +3.7852360323e-01   
+3.6904407000e-01   +3.8493751289e-01   
+3.7292063000e-01   +3.9142000649e-01   
+3.7671530000e-01   +3.9792439105e-01   
+3.8042900000e-01   +4.0440277002e-01   
+3.8406265000e-01   +4.1080650418e-01   
+3.8761723000e-01   +4.1708684248e-01   
+3.9109370000e-01   +4.2319529472e-01   
+3.9449313000e-01   +4.2908435117e-01   
+3.9781657000e-01   +4.3470771330e-01   
+4.0106508000e-01   +4.4002077610e-01   
+4.0423971000e-01   +4.4498099033e-01   
+4.0734160000e-01   +4.4954836649e-01   
+4.1037187000e-01   +4.5368559644e-01   
+4.1333163000e-01   +4.5735833657e-01   
+4.1622201000e-01   +4.6053546282e-01   
+4.1904420000e-01   +4.6318926125e-01   
+4.2179933000e-01   +4.6529541714e-01   
+4.2448854000e-01   +4.6683317911e-01   
+4.2711303000e-01   +4.6778539983e-01   
+4.2967397000e-01   +4.6813846165e-01   
+4.3217248000e-01   +4.6788226919e-01   
+4.3460977000e-01   +4.6701016762e-01   
+4.3698695000e-01   +4.6551886150e-01   
+4.3930525000e-01   +4.6340818454e-01   
+4.4156578000e-01   +4.6068109088e-01   
+4.4376966000e-01   +4.5734343700e-01   
+4.4591811000e-01   +4.5340359379e-01   
+4.4801220000e-01   +4.4887265480e-01   
+4.5005307000e-01   +4.4376387776e-01   
+4.5204183000e-01   +4.3809264268e-01   
+4.5397961000e-01   +4.3187610386e-01   
+4.5586747000e-01   +4.2513325887e-01   
+4.5770651000e-01   +4.1788439126e-01   
+4.5949781000e-01   +4.1015103816e-01   
+4.6124241000e-01   +4.0195590094e-01   
+4.6294135000e-01   +3.9332249275e-01   
+4.6459568000e-01   +3.8427487173e-01   
+4.6620640000e-01   +3.7483778273e-01   
+4.6777451000e-01   +3.6503624000e-01   
+4.6930102000e-01   +3.5489527651e-01   
+4.7078687000e-01   +3.4444033108e-01   
+4.7223306000e-01   +3.3369623359e-01   
+4.7364047000e-01   +3.2268838063e-01   
+4.7501010000e-01   +3.1144081359e-01   
+4.7634277000e-01   +2.9997849585e-01   
+4.7763947000e-01   +2.8832433122e-01   
+4.7890100000e-01   +2.7650217314e-01   
+4.8012826000e-01   +2.6453420854e-01   
+4.8132208000e-01   +2.5244243542e-01   
+4.8248330000e-01   +2.4024786250e-01   
+4.8361272000e-01   +2.2797097524e-01   
+4.8471117000e-01   +2.1563095032e-01   
+4.8577940000e-01   +2.0324684507e-01   
+4.8681819000e-01   +1.9083636225e-01   
+4.8782828000e-01   +1.7841663226e-01   
+4.8881042000e-01   +1.6600361087e-01   
+4.8976532000e-01   +1.5361269430e-01   
+4.9069366000e-01   +1.4125863167e-01   
+4.9159616000e-01   +1.2895459270e-01   
+4.9247351000e-01   +1.1671308059e-01   
+4.9332634000e-01   +1.0454640703e-01   
+4.9415529000e-01   +9.2465751124e-02   
+4.9496099000e-01   +8.0481443795e-02   
+4.9574405000e-01   +6.8603138735e-02   
+4.9650511000e-01   +5.6839066883e-02   
+4.9724472000e-01   +4.5197907868e-02   
+4.9796346000e-01   +3.3686986902e-02   
+4.9866188000e-01   +2.2313229159e-02   
+4.9934056000e-01   +1.1082211423e-02   
+5.0000000000e-01   +0.0000000000e+00   
