+0.0000000000e+00   -1.1166039770e+00   -9.9430001112e-01   +1.9382613418e+01   +1.4675229855e-01   
+2.5000000000e-02   -1.1027624527e+00   -9.6411705608e-01   +1.5932327312e+01   +1.3305106502e-01   
+5.0000000000e-02   -1.0617672569e+00   -9.1019433940e-01   +1.2089734431e+01   +1.1590098471e-01   
+7.5000000000e-02   -9.9462782738e-01   -8.3385961732e-01   +7.9494521644e+00   +9.3982576189e-02   
+1.0000000000e-01   -9.0299735982e-01   -7.3699250403e-01   +3.6134280032e+00   +6.3363396402e-02   
+1.2500000000e-01   -7.8913210038e-01   -6.2197818937e-01   -8.1157074769e-01   -3.0029073832e-02   
+1.5000000000e-01   -6.5583578965e-01   -4.9164870745e-01   -5.2165859333e+00   -7.6132822045e-02   
+1.7500000000e-01   -5.0639062518e-01   -3.4921320266e-01   -9.4931514605e+00   -1.0270319405e-01   
+2.0000000000e-01   -3.4447644291e-01   -1.9817890986e-01   -1.3535964093e+01   -1.2263751507e-01   
+2.2500000000e-01   -1.7408010736e-01   -4.2264794572e-02   -1.7245476366e+01   -1.3842557714e-01   
+2.5000000000e-01   +6.0265817525e-04   +1.1469002022e-01   -2.0530347776e+01   -1.5103475603e-01   
+2.7500000000e-01   +1.7527058426e-01   +2.6882078609e-01   -2.3309693888e+01   -1.6093371267e-01   
+3.0000000000e-01   +3.4562276687e-01   +4.1633229203e-01   -2.5515077976e+01   -1.6837483969e-01   
+3.2500000000e-01   +5.0746456991e-01   +5.5359231522e-01   -2.7092196164e+01   -1.7350054807e-01   
+3.5000000000e-01   +6.5681091106e-01   +6.7722105834e-01   -2.8002214569e+01   -1.7639039584e-01   
+3.7500000000e-01   +7.8998438774e-01   +7.8417437143e-01   -2.8222725517e+01   -1.7708355064e-01   
+4.0000000000e-01   +9.0370582699e-01   +8.7181870898e-01   -2.7748299298e+01   -1.7558884835e-01   
+4.2500000000e-01   +9.9517502956e-01   +9.3799597651e-01   -2.6590617858e+01   -1.7188697145e-01   
+4.5000000000e-01   +1.0621397201e+00   +9.8107667007e-01   -2.4778187157e+01   -1.6592564318e-01   
+4.7500000000e-01   +1.1029510057e+00   +1.0000000000e+00   -2.2355635254e+01   -1.5760582073e-01   
+5.0000000000e-01   +1.1166039770e+00   +9.9430001112e-01   -1.9382613418e+01   -1.4675229855e-01   
+5.2500000000e-01   +1.1027624527e+00   +9.6411705608e-01   -1.5932327312e+01   -1.3305106502e-01   
+5.5000000000e-01   +1.0617672569e+00   +9.1019433940e-01   -1.2089734431e+01   -1.1590098471e-01   
+5.7500000000e-01   +9.9462782738e-01   +8.3385961732e-01   -7.9494521644e+00   -9.3982576189e-02   
+6.0000000000e-01   +9.0299735982e-01   +7.3699250403e-01   -3.6134280032e+00   -6.3363396402e-02   
+6.2500000000e-01   +7.8913210038e-01   +6.2197818937e-01   +8.1157074769e-01   +3.0029073832e-02   
+6.5000000000e-01   +6.5583578965e-01   +4.9164870745e-01   +5.2165859333e+00   +7.6132822045e-02   
+6.7500000000e-01   +5.0639062518e-01   +3.4921320266e-01   +9.4931514605e+00   +1.0270319405e-01   
+7.0000000000e-01   +3.4447644291e-01   +1.9817890986e-01   +1.3535964093e+01   +1.2263751507e-01   
+7.2500000000e-01   +1.7408010736e-01   +4.2264794572e-02   +1.7245476366e+01   +1.3842557714e-01   
+7.5000000000e-01   -6.0265817525e-04   -1.1469002022e-01   +2.0530347776e+01   +1.5103475603e-01   
+7.7500000000e-01   -1.7527058426e-01   -2.6882078609e-01   +2.3309693888e+01   +1.6093371267e-01   
+8.0000000000e-01   -3.4562276687e-01   -4.1633229203e-01   +2.5515077976e+01   +1.6837483969e-01   
+8.2500000000e-01   -5.0746456991e-01   -5.5359231522e-01   +2.7092196164e+01   +1.7350054807e-01   
+8.5000000000e-01   -6.5681091106e-01   -6.7722105834e-01   +2.8002214569e+01   +1.7639039584e-01   
+8.7500000000e-01   -7.8998438774e-01   -7.8417437143e-01   +2.8222725517e+01   +1.7708355064e-01   
+9.0000000000e-01   -9.0370582699e-01   -8.7181870898e-01   +2.7748299298e+01   +1.7558884835e-01   
+9.2500000000e-01   -9.9517502956e-01   -9.3799597651e-01   +2.6590617858e+01   +1.7188697145e-01   
+9.5000000000e-01   -1.0621397201e+00   -9.8107667007e-01   +2.4778187157e+01   +1.6592564318e-01   
+9.7500000000e-01   -1.1029510057e+00   -1.0000000000e+00   +2.2355635254e+01   +1.5760582073e-01   
