# t = +1.0038225047e+00
# r                 u_z
-3.5351562500e-01   +4.4139674737e+00   
-3.5156250000e-01   +4.3813082322e+00   
-3.4960937500e-01   +4.3495621363e+00   
-3.4765625000e-01   +4.3187431551e+00   
-3.4570312500e-01   +4.2888622188e+00   
-3.4375000000e-01   +4.2599273921e+00   
-3.4179687500e-01   +4.2319440427e+00   
-3.3984375000e-01   +4.2049150049e+00   
-3.3789062500e-01   +4.1788407387e+00   
-3.3593750000e-01   +4.1537194834e+00   
-3.3398437500e-01   +4.1295474068e+00   
-3.3203125000e-01   +4.1063187491e+00   
-3.3007812500e-01   +4.0840259618e+00   
-3.2812500000e-01   +4.0626598416e+00   
-3.2617187500e-01   +4.0422096599e+00   
-3.2421875000e-01   +4.0226632863e+00   
-3.2226562500e-01   +4.0040073083e+00   
-3.2031250000e-01   +3.9862271452e+00   
-3.1835937500e-01   +3.9693071580e+00   
-3.1640625000e-01   +3.9532307540e+00   
-3.1445312500e-01   +3.9379804870e+00   
-3.1250000000e-01   +3.9235381530e+00   
-3.1054687500e-01   +3.9098848809e+00   
-3.0859375000e-01   +3.8970012194e+00   
-3.0664062500e-01   +3.8848672192e+00   
-3.0468750000e-01   +3.8734625110e+00   
-3.0273437500e-01   +3.8627663795e+00   
-3.0078125000e-01   +3.8527578332e+00   
-2.9882812500e-01   +3.8434156702e+00   
-2.9687500000e-01   +3.8347185404e+00   
-2.9492187500e-01   +3.8266450041e+00   
-2.9296875000e-01   +3.8191735865e+00   
-2.9101562500e-01   +3.8122828289e+00   
-2.8906250000e-01   +3.8059513369e+00   
-2.8710937500e-01   +3.8001578247e+00   
-2.8515625000e-01   +3.7948811566e+00   
-2.8320312500e-01   +3.7901003858e+00   
-2.8125000000e-01   +3.7857947892e+00   
-2.7929687500e-01   +3.7819439004e+00   
-2.7734375000e-01   +3.7785275396e+00   
-2.7539062500e-01   +3.7755258409e+00   
-2.7343750000e-01   +3.7729192770e+00   
-2.7148437500e-01   +3.7706886816e+00   
-2.6953125000e-01   +3.7688152699e+00   
-2.6757812500e-01   +3.7672806559e+00   
-2.6562500000e-01   +3.7660668688e+00   
-2.6367187500e-01   +3.7651563666e+00   
-2.6171875000e-01   +3.7645320482e+00   
-2.5976562500e-01   +3.7641772637e+00   
-2.5781250000e-01   +3.7640758226e+00   
-2.5585937500e-01   +3.7642120012e+00   
-2.5390625000e-01   +3.7645705476e+00   
-2.5195312500e-01   +3.7651366859e+00   
-2.5000000000e-01   +3.7658961186e+00   
-2.4804687500e-01   +3.7668350284e+00   
-2.4609375000e-01   +3.7679400778e+00   
-2.4414062500e-01   +3.7691984090e+00   
-2.4218750000e-01   +3.7705976410e+00   
-2.4023437500e-01   +3.7721258677e+00   
-2.3828125000e-01   +3.7737716532e+00   
-2.3632812500e-01   +3.7755240281e+00   
-2.3437500000e-01   +3.7773724833e+00   
-2.3242187500e-01   +3.7793069646e+00   
-2.3046875000e-01   +3.7813178656e+00   
-2.2851562500e-01   +3.7833960207e+00   
-2.2656250000e-01   +3.7855326972e+00   
-2.2460937500e-01   +3.7877195870e+00   
-2.2265625000e-01   +3.7899487980e+00   
-2.2070312500e-01   +3.7922128449e+00   
-2.1875000000e-01   +3.7945046402e+00   
-2.1679687500e-01   +3.7968174840e+00   
-2.1484375000e-01   +3.7991450544e+00   
-2.1289062500e-01   +3.8014813974e+00   
-2.1093750000e-01   +3.8038209163e+00   
-2.0898437500e-01   +3.8061583618e+00   
-2.0703125000e-01   +3.8084888207e+00   
-2.0507812500e-01   +3.8108077062e+00   
-2.0312500000e-01   +3.8131107464e+00   
-2.0117187500e-01   +3.8153939741e+00   
-1.9921875000e-01   +3.8176537163e+00   
-1.9726562500e-01   +3.8198865828e+00   
-1.9531250000e-01   +3.8220894567e+00   
-1.9335937500e-01   +3.8242594830e+00   
-1.9140625000e-01   +3.8263940585e+00   
-1.8945312500e-01   +3.8284908217e+00   
-1.8750000000e-01   +3.8305476424e+00   
-1.8554687500e-01   +3.8325626116e+00   
-1.8359375000e-01   +3.8345340320e+00   
-1.8164062500e-01   +3.8364604080e+00   
-1.7968750000e-01   +3.8383404360e+00   
-1.7773437500e-01   +3.8401729955e+00   
-1.7578125000e-01   +3.8419571399e+00   
-1.7382812500e-01   +3.8436920870e+00   
-1.7187500000e-01   +3.8453772112e+00   
-1.6992187500e-01   +3.8470120340e+00   
-1.6796875000e-01   +3.8485962167e+00   
-1.6601562500e-01   +3.8501295514e+00   
-1.6406250000e-01   +3.8516119540e+00   
-1.6210937500e-01   +3.8530434560e+00   
-1.6015625000e-01   +3.8544241975e+00   
-1.5820312500e-01   +3.8557544199e+00   
-1.5625000000e-01   +3.8570344593e+00   
-1.5429687500e-01   +3.8582647392e+00   
-1.5234375000e-01   +3.8594457649e+00   
-1.5039062500e-01   +3.8605781168e+00   
-1.4843750000e-01   +3.8616624447e+00   
-1.4648437500e-01   +3.8626994618e+00   
-1.4453125000e-01   +3.8636899396e+00   
-1.4257812500e-01   +3.8646347024e+00   
-1.4062500000e-01   +3.8655346224e+00   
-1.3867187500e-01   +3.8663906146e+00   
-1.3671875000e-01   +3.8672036327e+00   
-1.3476562500e-01   +3.8679746642e+00   
-1.3281250000e-01   +3.8687047268e+00   
-1.3085937500e-01   +3.8693948639e+00   
-1.2890625000e-01   +3.8700461410e+00   
-1.2695312500e-01   +3.8706596422e+00   
-1.2500000000e-01   +3.8712364670e+00   
-1.2304687500e-01   +3.8717777267e+00   
-1.2109375000e-01   +3.8722845416e+00   
-1.1914062500e-01   +3.8727580382e+00   
-1.1718750000e-01   +3.8731993465e+00   
-1.1523437500e-01   +3.8736095974e+00   
-1.1328125000e-01   +3.8739899205e+00   
-1.1132812500e-01   +3.8743414418e+00   
-1.0937500000e-01   +3.8746652817e+00   
-1.0742187500e-01   +3.8749625529e+00   
-1.0546875000e-01   +3.8752343592e+00   
-1.0351562500e-01   +3.8754817932e+00   
-1.0156250000e-01   +3.8757059352e+00   
-9.9609375000e-02   +3.8759078518e+00   
-9.7656250000e-02   +3.8760885942e+00   
-9.5703125000e-02   +3.8762491980e+00   
-9.3750000000e-02   +3.8763906809e+00   
-9.1796875000e-02   +3.8765140428e+00   
-8.9843750000e-02   +3.8766202645e+00   
-8.7890625000e-02   +3.8767103069e+00   
-8.5937500000e-02   +3.8767851105e+00   
-8.3984375000e-02   +3.8768455948e+00   
-8.2031250000e-02   +3.8768926576e+00   
-8.0078125000e-02   +3.8769271748e+00   
-7.8125000000e-02   +3.8769499999e+00   
-7.6171875000e-02   +3.8769619638e+00   
-7.4218750000e-02   +3.8769638742e+00   
-7.2265625000e-02   +3.8769565161e+00   
-7.0312500000e-02   +3.8769406510e+00   
-6.8359375000e-02   +3.8769170171e+00   
-6.6406250000e-02   +3.8768863294e+00   
-6.4453125000e-02   +3.8768492793e+00   
-6.2500000000e-02   +3.8768065350e+00   
-6.0546875000e-02   +3.8767587416e+00   
-5.8593750000e-02   +3.8767065207e+00   
-5.6640625000e-02   +3.8766504711e+00   
-5.4687500000e-02   +3.8765911688e+00   
-5.2734375000e-02   +3.8765291669e+00   
-5.0781250000e-02   +3.8764649963e+00   
-4.8828125000e-02   +3.8763991653e+00   
-4.6875000000e-02   +3.8763321603e+00   
-4.4921875000e-02   +3.8762644460e+00   
-4.2968750000e-02   +3.8761964653e+00   
-4.1015625000e-02   +3.8761286401e+00   
-3.9062500000e-02   +3.8760613709e+00   
-3.7109375000e-02   +3.8759950377e+00   
-3.5156250000e-02   +3.8759299998e+00   
-3.3203125000e-02   +3.8758665962e+00   
-3.1250000000e-02   +3.8758051462e+00   
-2.9296875000e-02   +3.8757459488e+00   
-2.7343750000e-02   +3.8756892841e+00   
-2.5390625000e-02   +3.8756354124e+00   
-2.3437500000e-02   +3.8755845753e+00   
-2.1484375000e-02   +3.8755369954e+00   
-1.9531250000e-02   +3.8754928768e+00   
-1.7578125000e-02   +3.8754524050e+00   
-1.5625000000e-02   +3.8754157475e+00   
-1.3671875000e-02   +3.8753830534e+00   
-1.1718750000e-02   +3.8753544542e+00   
-9.7656250000e-03   +3.8753300634e+00   
-7.8125000000e-03   +3.8753099769e+00   
-5.8593750000e-03   +3.8752942730e+00   
-3.9062500000e-03   +3.8752830125e+00   
-1.9531250000e-03   +3.8752762389e+00   
+0.0000000000e+00   +3.8752739782e+00   
+1.9531250000e-03   +3.8752762389e+00   
+3.9062500000e-03   +3.8752830125e+00   
+5.8593750000e-03   +3.8752942730e+00   
+7.8125000000e-03   +3.8753099769e+00   
+9.7656250000e-03   +3.8753300634e+00   
+1.1718750000e-02   +3.8753544542e+00   
+1.3671875000e-02   +3.8753830534e+00   
+1.5625000000e-02   +3.8754157475e+00   
+1.7578125000e-02   +3.8754524050e+00   
+1.9531250000e-02   +3.8754928768e+00   
+2.1484375000e-02   +3.8755369954e+00   
+2.3437500000e-02   +3.8755845753e+00   
+2.5390625000e-02   +3.8756354124e+00   
+2.7343750000e-02   +3.8756892841e+00   
+2.9296875000e-02   +3.8757459488e+00   
+3.1250000000e-02   +3.8758051462e+00   
+3.3203125000e-02   +3.8758665962e+00   
+3.5156250000e-02   +3.8759299998e+00   
+3.7109375000e-02   +3.8759950377e+00   
+3.9062500000e-02   +3.8760613709e+00   
+4.1015625000e-02   +3.8761286401e+00   
+4.2968750000e-02   +3.8761964653e+00   
+4.4921875000e-02   +3.8762644460e+00   
+4.6875000000e-02   +3.8763321603e+00   
+4.8828125000e-02   +3.8763991653e+00   
+5.0781250000e-02   +3.8764649963e+00   
+5.2734375000e-02   +3.8765291669e+00   
+5.4687500000e-02   +3.8765911688e+00   
+5.6640625000e-02   +3.8766504711e+00   
+5.8593750000e-02   +3.8767065207e+00   
+6.0546875000e-02   +3.8767587416e+00   
+6.2500000000e-02   +3.8768065350e+00   
+6.4453125000e-02   +3.8768492793e+00   
+6.6406250000e-02   +3.8768863294e+00   
+6.8359375000e-02   +3.8769170171e+00   
+7.0312500000e-02   +3.8769406510e+00   
+7.2265625000e-02   +3.8769565161e+00   
+7.4218750000e-02   +3.8769638742e+00   
+7.6171875000e-02   +3.8769619638e+00   
+7.8125000000e-02   +3.8769499999e+00   
+8.0078125000e-02   +3.8769271748e+00   
+8.2031250000e-02   +3.8768926576e+00   
+8.3984375000e-02   +3.8768455948e+00   
+8.5937500000e-02   +3.8767851105e+00   
+8.7890625000e-02   +3.8767103069e+00   
+8.9843750000e-02   +3.8766202645e+00   
+9.1796875000e-02   +3.8765140428e+00   
+9.3750000000e-02   +3.8763906809e+00   
+9.5703125000e-02   +3.8762491980e+00   
+9.7656250000e-02   +3.8760885942e+00   
+9.9609375000e-02   +3.8759078518e+00   
+1.0156250000e-01   +3.8757059352e+00   
+1.0351562500e-01   +3.8754817932e+00   
+1.0546875000e-01   +3.8752343592e+00   
+1.0742187500e-01   +3.8749625529e+00   
+1.0937500000e-01   +3.8746652817e+00   
+1.1132812500e-01   +3.8743414418e+00   
+1.1328125000e-01   +3.8739899205e+00   
+1.1523437500e-01   +3.8736095974e+00   
+1.1718750000e-01   +3.8731993465e+00   
+1.1914062500e-01   +3.8727580382e+00   
+1.2109375000e-01   +3.8722845416e+00   
+1.2304687500e-01   +3.8717777267e+00   
+1.2500000000e-01   +3.8712364670e+00   
+1.2695312500e-01   +3.8706596422e+00   
+1.2890625000e-01   +3.8700461410e+00   
+1.3085937500e-01   +3.8693948639e+00   
+1.3281250000e-01   +3.8687047268e+00   
+1.3476562500e-01   +3.8679746642e+00   
+1.3671875000e-01   +3.8672036327e+00   
+1.3867187500e-01   +3.8663906146e+00   
+1.4062500000e-01   +3.8655346224e+00   
+1.4257812500e-01   +3.8646347024e+00   
+1.4453125000e-01   +3.8636899396e+00   
+1.4648437500e-01   +3.8626994618e+00   
+1.4843750000e-01   +3.8616624447e+00   
+1.5039062500e-01   +3.8605781168e+00   
+1.5234375000e-01   +3.8594457649e+00   
+1.5429687500e-01   +3.8582647392e+00   
+1.5625000000e-01   +3.8570344593e+00   
+1.5820312500e-01   +3.8557544199e+00   
+1.6015625000e-01   +3.8544241975e+00   
+1.6210937500e-01   +3.8530434560e+00   
+1.6406250000e-01   +3.8516119540e+00   
+1.6601562500e-01   +3.8501295514e+00   
+1.6796875000e-01   +3.8485962167e+00   
+1.6992187500e-01   +3.8470120340e+00   
+1.7187500000e-01   +3.8453772112e+00   
+1.7382812500e-01   +3.8436920870e+00   
+1.7578125000e-01   +3.8419571399e+00   
+1.7773437500e-01   +3.8401729955e+00   
+1.7968750000e-01   +3.8383404360e+00   
+1.8164062500e-01   +3.8364604080e+00   
+1.8359375000e-01   +3.8345340320e+00   
+1.8554687500e-01   +3.8325626116e+00   
+1.8750000000e-01   +3.8305476424e+00   
+1.8945312500e-01   +3.8284908217e+00   
+1.9140625000e-01   +3.8263940585e+00   
+1.9335937500e-01   +3.8242594830e+00   
+1.9531250000e-01   +3.8220894567e+00   
+1.9726562500e-01   +3.8198865828e+00   
+1.9921875000e-01   +3.8176537163e+00   
+2.0117187500e-01   +3.8153939741e+00   
+2.0312500000e-01   +3.8131107464e+00   
+2.0507812500e-01   +3.8108077062e+00   
+2.0703125000e-01   +3.8084888207e+00   
+2.0898437500e-01   +3.8061583618e+00   
+2.1093750000e-01   +3.8038209163e+00   
+2.1289062500e-01   +3.8014813974e+00   
+2.1484375000e-01   +3.7991450544e+00   
+2.1679687500e-01   +3.7968174840e+00   
+2.1875000000e-01   +3.7945046402e+00   
+2.2070312500e-01   +3.7922128449e+00   
+2.2265625000e-01   +3.7899487980e+00   
+2.2460937500e-01   +3.7877195870e+00   
+2.2656250000e-01   +3.7855326972e+00   
+2.2851562500e-01   +3.7833960207e+00   
+2.3046875000e-01   +3.7813178656e+00   
+2.3242187500e-01   +3.7793069646e+00   
+2.3437500000e-01   +3.7773724833e+00   
+2.3632812500e-01   +3.7755240281e+00   
+2.3828125000e-01   +3.7737716532e+00   
+2.4023437500e-01   +3.7721258677e+00   
+2.4218750000e-01   +3.7705976410e+00   
+2.4414062500e-01   +3.7691984090e+00   
+2.4609375000e-01   +3.7679400778e+00   
+2.4804687500e-01   +3.7668350284e+00   
+2.5000000000e-01   +3.7658961186e+00   
+2.5195312500e-01   +3.7651366859e+00   
+2.5390625000e-01   +3.7645705476e+00   
+2.5585937500e-01   +3.7642120012e+00   
+2.5781250000e-01   +3.7640758226e+00   
+2.5976562500e-01   +3.7641772637e+00   
+2.6171875000e-01   +3.7645320482e+00   
+2.6367187500e-01   +3.7651563666e+00   
+2.6562500000e-01   +3.7660668688e+00   
+2.6757812500e-01   +3.7672806559e+00   
+2.6953125000e-01   +3.7688152699e+00   
+2.7148437500e-01   +3.7706886816e+00   
+2.7343750000e-01   +3.7729192770e+00   
+2.7539062500e-01   +3.7755258409e+00   
+2.7734375000e-01   +3.7785275396e+00   
+2.7929687500e-01   +3.7819439004e+00   
+2.8125000000e-01   +3.7857947892e+00   
+2.8320312500e-01   +3.7901003858e+00   
+2.8515625000e-01   +3.7948811566e+00   
+2.8710937500e-01   +3.8001578247e+00   
+2.8906250000e-01   +3.8059513369e+00   
+2.9101562500e-01   +3.8122828289e+00   
+2.9296875000e-01   +3.8191735865e+00   
+2.9492187500e-01   +3.8266450041e+00   
+2.9687500000e-01   +3.8347185404e+00   
+2.9882812500e-01   +3.8434156702e+00   
+3.0078125000e-01   +3.8527578332e+00   
+3.0273437500e-01   +3.8627663795e+00   
+3.0468750000e-01   +3.8734625110e+00   
+3.0664062500e-01   +3.8848672192e+00   
+3.0859375000e-01   +3.8970012194e+00   
+3.1054687500e-01   +3.9098848809e+00   
+3.1250000000e-01   +3.9235381530e+00   
+3.1445312500e-01   +3.9379804870e+00   
+3.1640625000e-01   +3.9532307540e+00   
+3.1835937500e-01   +3.9693071580e+00   
+3.2031250000e-01   +3.9862271452e+00   
+3.2226562500e-01   +4.0040073083e+00   
+3.2421875000e-01   +4.0226632863e+00   
+3.2617187500e-01   +4.0422096599e+00   
+3.2812500000e-01   +4.0626598416e+00   
+3.3007812500e-01   +4.0840259618e+00   
+3.3203125000e-01   +4.1063187491e+00   
+3.3398437500e-01   +4.1295474068e+00   
+3.3593750000e-01   +4.1537194834e+00   
+3.3789062500e-01   +4.1788407387e+00   
+3.3984375000e-01   +4.2049150049e+00   
+3.4179687500e-01   +4.2319440427e+00   
+3.4375000000e-01   +4.2599273921e+00   
+3.4570312500e-01   +4.2888622188e+00   
+3.4765625000e-01   +4.3187431551e+00   
+3.4960937500e-01   +4.3495621363e+00   
+3.5156250000e-01   +4.3813082322e+00   
+3.5351562500e-01   +4.4139674737e+00   
+3.5546875000e-01   +4.4475226747e+00   
+3.5742187500e-01   +4.4819532501e+00   
+3.5937500000e-01   +4.5172350286e+00   
+3.6132812500e-01   +4.5533400616e+00   
+3.6328125000e-01   +4.5902364281e+00   
+3.6523437500e-01   +4.6278880358e+00   
+3.6718750000e-01   +4.6662544180e+00   
+3.6914062500e-01   +4.7052905282e+00   
+3.7109375000e-01   +4.7449465303e+00   
+3.7304687500e-01   +4.7851675869e+00   
+3.7500000000e-01   +4.8258936448e+00   
+3.7695312500e-01   +4.8670592183e+00   
+3.7890625000e-01   +4.9085931708e+00   
+3.8085937500e-01   +4.9504184954e+00   
+3.8281250000e-01   +4.9924520943e+00   
+3.8476562500e-01   +5.0346045574e+00   
+3.8671875000e-01   +5.0767799426e+00   
+3.8867187500e-01   +5.1188755548e+00   
+3.9062500000e-01   +5.1607817277e+00   
+3.9257812500e-01   +5.2023816074e+00   
+3.9453125000e-01   +5.2435509376e+00   
+3.9648437500e-01   +5.2841578495e+00   
+3.9843750000e-01   +5.3240626553e+00   
+4.0039062500e-01   +5.3631176461e+00   
+4.0234375000e-01   +5.4011668968e+00   
+4.0429687500e-01   +5.4380460767e+00   
+4.0625000000e-01   +5.4735822680e+00   
+4.0820312500e-01   +5.5075937933e+00   
+4.1015625000e-01   +5.5398900527e+00   
+4.1210937500e-01   +5.5702713712e+00   
+4.1406250000e-01   +5.5985288589e+00   
+4.1601562500e-01   +5.6244442836e+00   
+4.1796875000e-01   +5.6477899584e+00   
+4.1992187500e-01   +5.6683286444e+00   
+4.2187500000e-01   +5.6858134712e+00   
+4.2382812500e-01   +5.6999878753e+00   
+4.2578125000e-01   +5.7105855589e+00   
+4.2773437500e-01   +5.7173304696e+00   
+4.2968750000e-01   +5.7199368038e+00   
+4.3164062500e-01   +5.7181090346e+00   
+4.3359375000e-01   +5.7115419658e+00   
+4.3554687500e-01   +5.6999208141e+00   
+4.3750000000e-01   +5.6829213215e+00   
+4.3945312500e-01   +5.6602098993e+00   
+4.4140625000e-01   +5.6314438056e+00   
+4.4335937500e-01   +5.5962713581e+00   
+4.4531250000e-01   +5.5543321857e+00   
+4.4726562500e-01   +5.5052575179e+00   
+4.4921875000e-01   +5.4486705175e+00   
+4.5117187500e-01   +5.3841866564e+00   
+4.5312500000e-01   +5.3114141371e+00   
+4.5507812500e-01   +5.2299543635e+00   
+4.5703125000e-01   +5.1394024608e+00   
+4.5898437500e-01   +5.0393478493e+00   
+4.6093750000e-01   +4.9293748724e+00   
+4.6289062500e-01   +4.8090634826e+00   
+4.6484375000e-01   +4.6779899867e+00   
+4.6679687500e-01   +4.5357278537e+00   
+4.6875000000e-01   +4.3818485862e+00   
+4.7070312500e-01   +4.2159226603e+00   
+4.7265625000e-01   +4.0375205327e+00   
+4.7460937500e-01   +3.8462137212e+00   
+4.7656250000e-01   +3.6415759583e+00   
+4.7851562500e-01   +3.4231844217e+00   
+4.8046875000e-01   +3.1906210425e+00   
+4.8242187500e-01   +2.9434738963e+00   
+4.8437500000e-01   +2.6813386752e+00   
+4.8632812500e-01   +2.4038202473e+00   
+4.8828125000e-01   +2.1105343030e+00   
+4.9023437500e-01   +1.8011090906e+00   
+4.9218750000e-01   +1.4751872445e+00   
+4.9414062500e-01   +1.1324277062e+00   
+4.9609375000e-01   +7.7250774161e-01   
+4.9804687500e-01   +3.9512505462e-01   
+5.0000000000e-01   +0.0000000000e+00   
