# time                 amplitude              uBulk                  uAxis                  tauWall                
+4.1725555445252e+00   +1.5133020788292e+00   +6.6972932859348e+00   +7.8914619094790e+00   -5.3958525519636e-02   
+4.1742285820331e+00   +1.5162096980953e+00   +6.6943983109319e+00   +7.8889224521635e+00   -5.3848811667961e-02   
+4.1759016195409e+00   +1.5191163820872e+00   +6.6914992064878e+00   +7.8863781285643e+00   -5.3739064599633e-02   
+4.1775746570487e+00   +1.5220221290118e+00   +6.6885959743907e+00   +7.8838289402508e+00   -5.3629284382350e-02   
+4.1792476945566e+00   +1.5249269370766e+00   +6.6856886164317e+00   +7.8812748887955e+00   -5.3519471083830e-02   
+4.1809207320644e+00   +1.5278308044899e+00   +6.6827771344039e+00   +7.8787159757739e+00   -5.3409624771811e-02   
+4.1825937695722e+00   +1.5307337294604e+00   +6.6798615301035e+00   +7.8761522027644e+00   -5.3299745514053e-02   
+4.1842668070800e+00   +1.5336357101974e+00   +6.6769418053289e+00   +7.8735835713485e+00   -5.3189833378333e-02   
+4.1859398445879e+00   +1.5365367449108e+00   +6.6740179618810e+00   +7.8710100831107e+00   -5.3079888432451e-02   
+4.1876128820957e+00   +1.5394368318112e+00   +6.6710900015636e+00   +7.8684317396383e+00   -5.2969910744228e-02   
+4.1892859196035e+00   +1.5423359691096e+00   +6.6681579261827e+00   +7.8658485425220e+00   -5.2859900381502e-02   
+4.1909589571114e+00   +1.5452341550177e+00   +6.6652217375469e+00   +7.8632604933550e+00   -5.2749857412134e-02   
+4.1926319946192e+00   +1.5481313877477e+00   +6.6622814374675e+00   +7.8606675937340e+00   -5.2639781904003e-02   
+4.1943050321270e+00   +1.5510276655125e+00   +6.6593370277582e+00   +7.8580698452581e+00   -5.2529673925010e-02   
+4.1959780696348e+00   +1.5539229865255e+00   +6.6563885102352e+00   +7.8554672495300e+00   -5.2419533543075e-02   
+4.1976511071427e+00   +1.5568173490007e+00   +6.6534358867173e+00   +7.8528598081551e+00   -5.2309360826138e-02   
+4.1993241446505e+00   +1.5597107511528e+00   +6.6504791590259e+00   +7.8502475227416e+00   -5.2199155842159e-02   
+4.2009971821583e+00   +1.5626031911969e+00   +6.6475183289848e+00   +7.8476303949010e+00   -5.2088918659118e-02   
+4.2026702196662e+00   +1.5654946673488e+00   +6.6445533984204e+00   +7.8450084262477e+00   -5.1978649345015e-02   
+4.2043432571740e+00   +1.5683851778250e+00   +6.6415843691616e+00   +7.8423816183991e+00   -5.1868347967869e-02   
+4.2060162946818e+00   +1.5712747208424e+00   +6.6386112430399e+00   +7.8397499729754e+00   -5.1758014595720e-02   
+4.2076893321896e+00   +1.5741632946186e+00   +6.6356340218892e+00   +7.8371134916001e+00   -5.1647649296628e-02   
+4.2093623696975e+00   +1.5770508973718e+00   +6.6326527075461e+00   +7.8344721758994e+00   -5.1537252138670e-02   
+4.2110354072053e+00   +1.5799375273208e+00   +6.6296673018495e+00   +7.8318260275026e+00   -5.1426823189946e-02   
+4.2127084447131e+00   +1.5828231826849e+00   +6.6266778066411e+00   +7.8291750480421e+00   -5.1316362518573e-02   
+4.2143814822210e+00   +1.5857078616841e+00   +6.6236842237648e+00   +7.8265192391530e+00   -5.1205870192690e-02   
+4.2160545197288e+00   +1.5885915625391e+00   +6.6206865550673e+00   +7.8238586024736e+00   -5.1095346280453e-02   
+4.2177275572366e+00   +1.5914742834710e+00   +6.6176848023977e+00   +7.8211931396451e+00   -5.0984790850039e-02   
+4.2194005947444e+00   +1.5943560227016e+00   +6.6146789676076e+00   +7.8185228523117e+00   -5.0874203969645e-02   
+4.2210736322523e+00   +1.5972367784533e+00   +6.6116690525511e+00   +7.8158477421207e+00   -5.0763585707486e-02   
+4.2227466697601e+00   +1.6001165489491e+00   +6.6086550590850e+00   +7.8131678107220e+00   -5.0652936131796e-02   
+4.2244197072679e+00   +1.6029953324126e+00   +6.6056369890685e+00   +7.8104830597689e+00   -5.0542255310831e-02   
+4.2260927447758e+00   +1.6058731270680e+00   +6.6026148443631e+00   +7.8077934909173e+00   -5.0431543312863e-02   
+4.2277657822836e+00   +1.6087499311402e+00   +6.5995886268332e+00   +7.8050991058265e+00   -5.0320800206185e-02   
+4.2294388197914e+00   +1.6116257428547e+00   +6.5965583383454e+00   +7.8023999061584e+00   -5.0210026059109e-02   
+4.2311118572992e+00   +1.6145005604373e+00   +6.5935239807690e+00   +7.7996958935780e+00   -5.0099220939967e-02   
+4.2327848948071e+00   +1.6173743821150e+00   +6.5904855559757e+00   +7.7969870697533e+00   -4.9988384917108e-02   
+4.2344579323149e+00   +1.6202472061148e+00   +6.5874430658398e+00   +7.7942734363552e+00   -4.9877518058901e-02   
+4.2361309698227e+00   +1.6231190306648e+00   +6.5843965122380e+00   +7.7915549950577e+00   -4.9766620433736e-02   
+4.2378040073306e+00   +1.6259898539934e+00   +6.5813458970497e+00   +7.7888317475376e+00   -4.9655692110018e-02   
+4.2394770448384e+00   +1.6288596743298e+00   +6.5782912221565e+00   +7.7861036954747e+00   -4.9544733156175e-02   
+4.2411500823462e+00   +1.6317284899036e+00   +6.5752324894428e+00   +7.7833708405518e+00   -4.9433743640651e-02   
+4.2428231198541e+00   +1.6345962989454e+00   +6.5721697007954e+00   +7.7806331844548e+00   -4.9322723631910e-02   
+4.2444961573619e+00   +1.6374630996860e+00   +6.5691028581034e+00   +7.7778907288723e+00   -4.9211673198435e-02   
+4.2461691948697e+00   +1.6403288903572e+00   +6.5660319632588e+00   +7.7751434754960e+00   -4.9100592408728e-02   
+4.2478422323775e+00   +1.6431936691910e+00   +6.5629570181557e+00   +7.7723914260205e+00   -4.8989481331308e-02   
+4.2495152698854e+00   +1.6460574344204e+00   +6.5598780246911e+00   +7.7696345821435e+00   -4.8878340034715e-02   
+4.2511883073932e+00   +1.6489201842789e+00   +6.5567949847640e+00   +7.7668729455655e+00   -4.8767168587506e-02   
+4.2528613449010e+00   +1.6517819170006e+00   +6.5537079002764e+00   +7.7641065179901e+00   -4.8655967058256e-02   
+4.2545343824089e+00   +1.6546426308202e+00   +6.5506167731324e+00   +7.7613353011236e+00   -4.8544735515562e-02   
+4.2562074199167e+00   +1.6575023239731e+00   +6.5475216052390e+00   +7.7585592966756e+00   -4.8433474028036e-02   
+4.2578804574245e+00   +1.6603609946953e+00   +6.5444223985052e+00   +7.7557785063584e+00   -4.8322182664310e-02   
+4.2595534949323e+00   +1.6632186412234e+00   +6.5413191548428e+00   +7.7529929318874e+00   -4.8210861493033e-02   
+4.2612265324402e+00   +1.6660752617947e+00   +6.5382118761662e+00   +7.7502025749807e+00   -4.8099510582875e-02   
+4.2628995699480e+00   +1.6689308546471e+00   +6.5351005643920e+00   +7.7474074373597e+00   -4.7988130002522e-02   
+4.2645726074558e+00   +1.6717854180190e+00   +6.5319852214393e+00   +7.7446075207486e+00   -4.7876719820680e-02   
+4.2662456449637e+00   +1.6746389501497e+00   +6.5288658492301e+00   +7.7418028268744e+00   -4.7765280106071e-02   
+4.2679186824715e+00   +1.6774914492790e+00   +6.5257424496883e+00   +7.7389933574673e+00   -4.7653810927437e-02   
+4.2695917199793e+00   +1.6803429136472e+00   +6.5226150247407e+00   +7.7361791142602e+00   -4.7542312353539e-02   
+4.2712647574871e+00   +1.6831933414955e+00   +6.5194835763165e+00   +7.7333600989892e+00   -4.7430784453153e-02   
+4.2729377949950e+00   +1.6860427310656e+00   +6.5163481063472e+00   +7.7305363133931e+00   -4.7319227295077e-02   
+4.2746108325028e+00   +1.6888910805999e+00   +6.5132086167670e+00   +7.7277077592138e+00   -4.7207640948124e-02   
+4.2762838700106e+00   +1.6917383883412e+00   +6.5100651095125e+00   +7.7248744381960e+00   -4.7096025481126e-02   
+4.2779569075185e+00   +1.6945846525333e+00   +6.5069175865227e+00   +7.7220363520876e+00   -4.6984380962933e-02   
+4.2796299450263e+00   +1.6974298714205e+00   +6.5037660497392e+00   +7.7191935026392e+00   -4.6872707462414e-02   
+4.2813029825341e+00   +1.7002740432476e+00   +6.5006105011061e+00   +7.7163458916045e+00   -4.6761005048453e-02   
+4.2829760200419e+00   +1.7031171662603e+00   +6.4974509425698e+00   +7.7134935207398e+00   -4.6649273789955e-02   
+4.2846490575498e+00   +1.7059592387047e+00   +6.4942873760793e+00   +7.7106363918048e+00   -4.6537513755841e-02   
+4.2863220950576e+00   +1.7088002588278e+00   +6.4911198035861e+00   +7.7077745065619e+00   -4.6425725015051e-02   
+4.2879951325654e+00   +1.7116402248770e+00   +6.4879482270440e+00   +7.7049078667764e+00   -4.6313907636541e-02   
+4.2896681700733e+00   +1.7144791351005e+00   +6.4847726484095e+00   +7.7020364742166e+00   -4.6202061689285e-02   
+4.2913412075811e+00   +1.7173169877472e+00   +6.4815930696414e+00   +7.6991603306538e+00   -4.6090187242277e-02   
+4.2930142450889e+00   +1.7201537810664e+00   +6.4784094927010e+00   +7.6962794378620e+00   -4.5978284364525e-02   
+4.2946872825967e+00   +1.7229895133084e+00   +6.4752219195521e+00   +7.6933937976183e+00   -4.5866353125057e-02   
+4.2963603201046e+00   +1.7258241827238e+00   +6.4720303521611e+00   +7.6905034117029e+00   -4.5754393592919e-02   
+4.2980333576124e+00   +1.7286577875642e+00   +6.4688347924965e+00   +7.6876082818985e+00   -4.5642405837171e-02   
+4.2997063951202e+00   +1.7314903260817e+00   +6.4656352425297e+00   +7.6847084099911e+00   -4.5530389926895e-02   
+4.3013794326281e+00   +1.7343217965288e+00   +6.4624317042341e+00   +7.6818037977694e+00   -4.5418345931186e-02   
+4.3030524701359e+00   +1.7371521971592e+00   +6.4592241795860e+00   +7.6788944470252e+00   -4.5306273919159e-02   
+4.3047255076437e+00   +1.7399815262268e+00   +6.4560126705639e+00   +7.6759803595531e+00   -4.5194173959947e-02   
+4.3063985451515e+00   +1.7428097819864e+00   +6.4527971791488e+00   +7.6730615371506e+00   -4.5082046122697e-02   
+4.3080715826594e+00   +1.7456369626934e+00   +6.4495777073242e+00   +7.6701379816183e+00   -4.4969890476576e-02   
+4.3097446201672e+00   +1.7484630666037e+00   +6.4463542570760e+00   +7.6672096947594e+00   -4.4857707090767e-02   
+4.3114176576750e+00   +1.7512880919742e+00   +6.4431268303926e+00   +7.6642766783805e+00   -4.4745496034471e-02   
+4.3130906951829e+00   +1.7541120370622e+00   +6.4398954292648e+00   +7.6613389342905e+00   -4.4633257376905e-02   
+4.3147637326907e+00   +1.7569349001258e+00   +6.4366600556860e+00   +7.6583964643018e+00   -4.4520991187302e-02   
+4.3164367701985e+00   +1.7597566794237e+00   +6.4334207116519e+00   +7.6554492702294e+00   -4.4408697534916e-02   
+4.3181098077064e+00   +1.7625773732152e+00   +6.4301773991607e+00   +7.6524973538912e+00   -4.4296376489014e-02   
+4.3197828452142e+00   +1.7653969797604e+00   +6.4269301202129e+00   +7.6495407171082e+00   -4.4184028118881e-02   
+4.3214558827220e+00   +1.7682154973201e+00   +6.4236788768117e+00   +7.6465793617041e+00   -4.4071652493820e-02   
+4.3231289202298e+00   +1.7710329241556e+00   +6.4204236709627e+00   +7.6436132895057e+00   -4.3959249683149e-02   
+4.3248019577377e+00   +1.7738492585290e+00   +6.4171645046738e+00   +7.6406425023425e+00   -4.3846819756204e-02   
+4.3264749952455e+00   +1.7766644987031e+00   +6.4139013799553e+00   +7.6376670020472e+00   -4.3734362782338e-02   
+4.3281480327533e+00   +1.7794786429413e+00   +6.4106342988203e+00   +7.6346867904551e+00   -4.3621878830919e-02   
+4.3298210702612e+00   +1.7822916895076e+00   +6.4073632632839e+00   +7.6317018694046e+00   -4.3509367971334e-02   
+4.3314941077690e+00   +1.7851036366668e+00   +6.4040882753639e+00   +7.6287122407370e+00   -4.3396830272985e-02   
+4.3331671452768e+00   +1.7879144826845e+00   +6.4008093370805e+00   +7.6257179062963e+00   -4.3284265805290e-02   
+4.3348401827846e+00   +1.7907242258266e+00   +6.3975264504564e+00   +7.6227188679297e+00   -4.3171674637685e-02   
+4.3365132202925e+00   +1.7935328643601e+00   +6.3942396175164e+00   +7.6197151274872e+00   -4.3059056839623e-02   
+4.3381862578003e+00   +1.7963403965524e+00   +6.3909488402882e+00   +7.6167066868214e+00   -4.2946412480571e-02   
+4.3398592953081e+00   +1.7991468206717e+00   +6.3876541208017e+00   +7.6136935477884e+00   -4.2833741630013e-02   
+4.3415323328160e+00   +1.8019521349869e+00   +6.3843554610892e+00   +7.6106757122466e+00   -4.2721044357452e-02   
+4.3432053703238e+00   +1.8047563377674e+00   +6.3810528631854e+00   +7.6076531820576e+00   -4.2608320732404e-02   
+4.3448784078316e+00   +1.8075594272835e+00   +6.3777463291276e+00   +7.6046259590859e+00   -4.2495570824403e-02   
+4.3465514453394e+00   +1.8103614018062e+00   +6.3744358609555e+00   +7.6015940451989e+00   -4.2382794702999e-02   
+4.3482244828473e+00   +1.8131622596070e+00   +6.3711214607110e+00   +7.5985574422667e+00   -4.2269992437758e-02   
+4.3498975203551e+00   +1.8159619989582e+00   +6.3678031304388e+00   +7.5955161521625e+00   -4.2157164098262e-02   
+4.3515705578629e+00   +1.8187606181328e+00   +6.3644808721856e+00   +7.5924701767623e+00   -4.2044309754108e-02   
+4.3532435953708e+00   +1.8215581154045e+00   +6.3611546880008e+00   +7.5894195179450e+00   -4.1931429474912e-02   
+4.3549166328786e+00   +1.8243544890476e+00   +6.3578245799362e+00   +7.5863641775925e+00   -4.1818523330304e-02   
+4.3565896703864e+00   +1.8271497373372e+00   +6.3544905500460e+00   +7.5833041575893e+00   -4.1705591389929e-02   
+4.3582627078942e+00   +1.8299438585490e+00   +6.3511526003867e+00   +7.5802394598232e+00   -4.1592633723450e-02   
+4.3599357454021e+00   +1.8327368509596e+00   +6.3478107330174e+00   +7.5771700861845e+00   -4.1479650400545e-02   
+4.3616087829099e+00   +1.8355287128459e+00   +6.3444649499996e+00   +7.5740960385666e+00   -4.1366641490907e-02   
+4.3632818204177e+00   +1.8383194424860e+00   +6.3411152533969e+00   +7.5710173188657e+00   -4.1253607064247e-02   
+4.3649548579256e+00   +1.8411090381582e+00   +6.3377616452758e+00   +7.5679339289809e+00   -4.1140547190289e-02   
+4.3666278954334e+00   +1.8438974981419e+00   +6.3344041277049e+00   +7.5648458708143e+00   -4.1027461938774e-02   
+4.3683009329412e+00   +1.8466848207169e+00   +6.3310427027552e+00   +7.5617531462706e+00   -4.0914351379460e-02   
+4.3699739704490e+00   +1.8494710041640e+00   +6.3276773725003e+00   +7.5586557572576e+00   -4.0801215582118e-02   
+4.3716470079569e+00   +1.8522560467644e+00   +6.3243081390161e+00   +7.5555537056861e+00   -4.0688054616536e-02   
+4.3733200454647e+00   +1.8550399468002e+00   +6.3209350043808e+00   +7.5524469934693e+00   -4.0574868552517e-02   
+4.3749930829725e+00   +1.8578227025542e+00   +6.3175579706753e+00   +7.5493356225238e+00   -4.0461657459882e-02   
+4.3766661204804e+00   +1.8606043123098e+00   +6.3141770399826e+00   +7.5462195947688e+00   -4.0348421408463e-02   
+4.3783391579882e+00   +1.8633847743512e+00   +6.3107922143883e+00   +7.5430989121264e+00   -4.0235160468110e-02   
+4.3800121954960e+00   +1.8661640869633e+00   +6.3074034959802e+00   +7.5399735765216e+00   -4.0121874708689e-02   
+4.3816852330038e+00   +1.8689422484315e+00   +6.3040108868488e+00   +7.5368435898823e+00   -4.0008564200079e-02   
+4.3833582705117e+00   +1.8717192570423e+00   +6.3006143890867e+00   +7.5337089541391e+00   -3.9895229012177e-02   
+4.3850313080195e+00   +1.8744951110826e+00   +6.2972140047891e+00   +7.5305696712258e+00   -3.9781869214894e-02   
+4.3867043455273e+00   +1.8772698088401e+00   +6.2938097360534e+00   +7.5274257430787e+00   -3.9668484878154e-02   
+4.3883773830352e+00   +1.8800433486033e+00   +6.2904015849798e+00   +7.5242771716372e+00   -3.9555076071901e-02   
+4.3900504205430e+00   +1.8828157286613e+00   +6.2869895536704e+00   +7.5211239588436e+00   -3.9441642866088e-02   
+4.3917234580508e+00   +1.8855869473040e+00   +6.2835736442299e+00   +7.5179661066427e+00   -3.9328185330689e-02   
+4.3933964955587e+00   +1.8883570028219e+00   +6.2801538587655e+00   +7.5148036169827e+00   -3.9214703535689e-02   
+4.3950695330665e+00   +1.8911258935063e+00   +6.2767301993867e+00   +7.5116364918142e+00   -3.9101197551090e-02   
+4.3967425705743e+00   +1.8938936176492e+00   +6.2733026682053e+00   +7.5084647330909e+00   -3.8987667446908e-02   
+4.3984156080821e+00   +1.8966601735435e+00   +6.2698712673357e+00   +7.5052883427693e+00   -3.8874113293173e-02   
+4.4000886455900e+00   +1.8994255594824e+00   +6.2664359988944e+00   +7.5021073228088e+00   -3.8760535159932e-02   
+4.4017616830978e+00   +1.9021897737602e+00   +6.2629968650006e+00   +7.4989216751715e+00   -3.8646933117246e-02   
+4.4034347206056e+00   +1.9049528146718e+00   +6.2595538677756e+00   +7.4957314018226e+00   -3.8533307235189e-02   
+4.4051077581135e+00   +1.9077146805127e+00   +6.2561070093433e+00   +7.4925365047300e+00   -3.8419657583853e-02   
+4.4067807956213e+00   +1.9104753695794e+00   +6.2526562918298e+00   +7.4893369858644e+00   -3.8305984233341e-02   
+4.4084538331291e+00   +1.9132348801689e+00   +6.2492017173638e+00   +7.4861328471994e+00   -3.8192287253774e-02   
+4.4101268706369e+00   +1.9159932105790e+00   +6.2457432880762e+00   +7.4829240907116e+00   -3.8078566715285e-02   
+4.4117999081448e+00   +1.9187503591083e+00   +6.2422810061004e+00   +7.4797107183802e+00   -3.7964822688022e-02   
+4.4134729456526e+00   +1.9215063240559e+00   +6.2388148735720e+00   +7.4764927321874e+00   -3.7851055242150e-02   
+4.4151459831604e+00   +1.9242611037218e+00   +6.2353448926291e+00   +7.4732701341183e+00   -3.7737264447845e-02   
+4.4168190206683e+00   +1.9270146964069e+00   +6.2318710654122e+00   +7.4700429261607e+00   -3.7623450375300e-02   
+4.4184920581761e+00   +1.9297671004124e+00   +6.2283933940641e+00   +7.4668111103053e+00   -3.7509613094719e-02   
+4.4201650956839e+00   +1.9325183140406e+00   +6.2249118807300e+00   +7.4635746885456e+00   -3.7395752676325e-02   
+4.4218381331917e+00   +1.9352683355945e+00   +6.2214265275575e+00   +7.4603336628781e+00   -3.7281869190352e-02   
+4.4235111706996e+00   +1.9380171633776e+00   +6.2179373366966e+00   +7.4570880353019e+00   -3.7167962707049e-02   
+4.4251842082074e+00   +1.9407647956943e+00   +6.2144443102995e+00   +7.4538378078192e+00   -3.7054033296678e-02   
+4.4268572457152e+00   +1.9435112308498e+00   +6.2109474505209e+00   +7.4505829824348e+00   -3.6940081029519e-02   
+4.4285302832231e+00   +1.9462564671500e+00   +6.2074467595179e+00   +7.4473235611565e+00   -3.6826105975861e-02   
+4.4302033207309e+00   +1.9490005029013e+00   +6.2039422394498e+00   +7.4440595459948e+00   -3.6712108206011e-02   
+4.4318763582387e+00   +1.9517433364113e+00   +6.2004338924784e+00   +7.4407909389632e+00   -3.6598087790288e-02   
+4.4335493957465e+00   +1.9544849659878e+00   +6.1969217207679e+00   +7.4375177420779e+00   -3.6484044799026e-02   
+4.4352224332544e+00   +1.9572253899399e+00   +6.1934057264847e+00   +7.4342399573579e+00   -3.6369979302571e-02   
+4.4368954707622e+00   +1.9599646065769e+00   +6.1898859117977e+00   +7.4309575868252e+00   -3.6255891371287e-02   
+4.4385685082700e+00   +1.9627026142094e+00   +6.1863622788780e+00   +7.4276706325046e+00   -3.6141781075546e-02   
+4.4402415457779e+00   +1.9654394111482e+00   +6.1828348298993e+00   +7.4243790964235e+00   -3.6027648485740e-02   
+4.4419145832857e+00   +1.9681749957053e+00   +6.1793035670374e+00   +7.4210829806123e+00   -3.5913493672269e-02   
+4.4435876207935e+00   +1.9709093661932e+00   +6.1757684924706e+00   +7.4177822871043e+00   -3.5799316705551e-02   
+4.4452606583013e+00   +1.9736425209251e+00   +6.1722296083795e+00   +7.4144770179355e+00   -3.5685117656016e-02   
+4.4469336958092e+00   +1.9763744582152e+00   +6.1686869169471e+00   +7.4111671751447e+00   -3.5570896594108e-02   
+4.4486067333170e+00   +1.9791051763781e+00   +6.1651404203586e+00   +7.4078527607737e+00   -3.5456653590283e-02   
+4.4502797708248e+00   +1.9818346737296e+00   +6.1615901208018e+00   +7.4045337768669e+00   -3.5342388715013e-02   
+4.4519528083327e+00   +1.9845629485859e+00   +6.1580360204666e+00   +7.4012102254716e+00   -3.5228102038782e-02   
+4.4536258458405e+00   +1.9872899992641e+00   +6.1544781215454e+00   +7.3978821086380e+00   -3.5113793632088e-02   
+4.4552988833483e+00   +1.9900158240819e+00   +6.1509164262328e+00   +7.3945494284190e+00   -3.4999463565441e-02   
+4.4569719208561e+00   +1.9927404213580e+00   +6.1473509367260e+00   +7.3912121868704e+00   -3.4885111909367e-02   
+4.4586449583640e+00   +1.9954637894116e+00   +6.1437816552242e+00   +7.3878703860507e+00   -3.4770738734403e-02   
+4.4603179958718e+00   +1.9981859265630e+00   +6.1402085839293e+00   +7.3845240280215e+00   -3.4656344111100e-02   
+4.4619910333796e+00   +2.0009068311328e+00   +6.1366317250451e+00   +7.3811731148467e+00   -3.4541928110023e-02   
+4.4636640708875e+00   +2.0036265014428e+00   +6.1330510807782e+00   +7.3778176485936e+00   -3.4427490801749e-02   
+4.4653371083953e+00   +2.0063449358153e+00   +6.1294666533373e+00   +7.3744576313318e+00   -3.4313032256870e-02   
+4.4670101459031e+00   +2.0090621325735e+00   +6.1258784449333e+00   +7.3710930651340e+00   -3.4198552545987e-02   
+4.4686831834109e+00   +2.0117780900412e+00   +6.1222864577798e+00   +7.3677239520757e+00   -3.4084051739720e-02   
+4.4703562209188e+00   +2.0144928065430e+00   +6.1186906940923e+00   +7.3643502942351e+00   -3.3969529908697e-02   
+4.4720292584266e+00   +2.0172062804045e+00   +6.1150911560890e+00   +7.3609720936932e+00   -3.3854987123561e-02   
+4.4737022959344e+00   +2.0199185099519e+00   +6.1114878459903e+00   +7.3575893525339e+00   -3.3740423454968e-02   
+4.4753753334423e+00   +2.0226294935119e+00   +6.1078807660187e+00   +7.3542020728438e+00   -3.3625838973586e-02   
+4.4770483709501e+00   +2.0253392294125e+00   +6.1042699183995e+00   +7.3508102567124e+00   -3.3511233750098e-02   
+4.4787214084579e+00   +2.0280477159821e+00   +6.1006553053598e+00   +7.3474139062318e+00   -3.3396607855197e-02   
+4.4803944459658e+00   +2.0307549515500e+00   +6.0970369291295e+00   +7.3440130234972e+00   -3.3281961359590e-02   
+4.4820674834736e+00   +2.0334609344462e+00   +6.0934147919404e+00   +7.3406076106064e+00   -3.3167294333997e-02   
+4.4837405209814e+00   +2.0361656630015e+00   +6.0897888960269e+00   +7.3371976696600e+00   -3.3052606849151e-02   
+4.4854135584892e+00   +2.0388691355475e+00   +6.0861592436257e+00   +7.3337832027614e+00   -3.2937898975796e-02   
+4.4870865959971e+00   +2.0415713504166e+00   +6.0825258369757e+00   +7.3303642120169e+00   -3.2823170784690e-02   
+4.4887596335049e+00   +2.0442723059419e+00   +6.0788886783181e+00   +7.3269406995354e+00   -3.2708422346603e-02   
+4.4904326710127e+00   +2.0469720004574e+00   +6.0752477698965e+00   +7.3235126674288e+00   -3.2593653732318e-02   
+4.4921057085206e+00   +2.0496704322977e+00   +6.0716031139569e+00   +7.3200801178116e+00   -3.2478865012630e-02   
+4.4937787460284e+00   +2.0523675997982e+00   +6.0679547127475e+00   +7.3166430528012e+00   -3.2364056258346e-02   
+4.4954517835362e+00   +2.0550635012953e+00   +6.0643025685186e+00   +7.3132014745178e+00   -3.2249227540286e-02   
+4.4971248210440e+00   +2.0577581351260e+00   +6.0606466835233e+00   +7.3097553850842e+00   -3.2134378929282e-02   
+4.4987978585519e+00   +2.0604514996281e+00   +6.0569870600166e+00   +7.3063047866263e+00   -3.2019510496179e-02   
+4.5004708960597e+00   +2.0631435931402e+00   +6.0533237002560e+00   +7.3028496812724e+00   -3.1904622311832e-02   
+4.5021439335675e+00   +2.0658344140016e+00   +6.0496566065011e+00   +7.2993900711540e+00   -3.1789714447112e-02   
+4.5038169710754e+00   +2.0685239605526e+00   +6.0459857810141e+00   +7.2959259584050e+00   -3.1674786972899e-02   
+4.5054900085832e+00   +2.0712122311341e+00   +6.0423112260593e+00   +7.2924573451623e+00   -3.1559839960085e-02   
+4.5071630460910e+00   +2.0738992240878e+00   +6.0386329439034e+00   +7.2889842335656e+00   -3.1444873479577e-02   
+4.5088360835988e+00   +2.0765849377563e+00   +6.0349509368152e+00   +7.2855066257571e+00   -3.1329887602291e-02   
+4.5105091211067e+00   +2.0792693704828e+00   +6.0312652070661e+00   +7.2820245238821e+00   -3.1214882399156e-02   
+4.5121821586145e+00   +2.0819525206116e+00   +6.0275757569296e+00   +7.2785379300885e+00   -3.1099857941113e-02   
+4.5138551961223e+00   +2.0846343864874e+00   +6.0238825886815e+00   +7.2750468465270e+00   -3.0984814299115e-02   
+4.5155282336302e+00   +2.0873149664560e+00   +6.0201857046000e+00   +7.2715512753511e+00   -3.0869751544127e-02   
+4.5172012711380e+00   +2.0899942588638e+00   +6.0164851069655e+00   +7.2680512187170e+00   -3.0754669747126e-02   
+4.5188743086458e+00   +2.0926722620582e+00   +6.0127807980606e+00   +7.2645466787838e+00   -3.0639568979098e-02   
+4.5205473461536e+00   +2.0953489743871e+00   +6.0090727801705e+00   +7.2610376577131e+00   -3.0524449311045e-02   
+4.5222203836615e+00   +2.0980243941996e+00   +6.0053610555823e+00   +7.2575241576697e+00   -3.0409310813979e-02   
+4.5238934211693e+00   +2.1006985198452e+00   +6.0016456265857e+00   +7.2540061808206e+00   -3.0294153558921e-02   
+4.5255664586771e+00   +2.1033713496744e+00   +5.9979264954726e+00   +7.2504837293361e+00   -3.0178977616907e-02   
+4.5272394961850e+00   +2.1060428820385e+00   +5.9942036645370e+00   +7.2469568053890e+00   -3.0063783058984e-02   
+4.5289125336928e+00   +2.1087131152895e+00   +5.9904771360755e+00   +7.2434254111547e+00   -2.9948569956209e-02   
+4.5305855712006e+00   +2.1113820477803e+00   +5.9867469123866e+00   +7.2398895488118e+00   -2.9833338379651e-02   
+4.5322586087084e+00   +2.1140496778645e+00   +5.9830129957715e+00   +7.2363492205412e+00   -2.9718088400391e-02   
+4.5339316462163e+00   +2.1167160038968e+00   +5.9792753885334e+00   +7.2328044285269e+00   -2.9602820089521e-02   
+4.5356046837241e+00   +2.1193810242322e+00   +5.9755340929778e+00   +7.2292551749553e+00   -2.9487533518144e-02   
+4.5372777212319e+00   +2.1220447372269e+00   +5.9717891114125e+00   +7.2257014620160e+00   -2.9372228757375e-02   
+4.5389507587398e+00   +2.1247071412379e+00   +5.9680404461476e+00   +7.2221432919009e+00   -2.9256905878340e-02   
+4.5406237962476e+00   +2.1273682346227e+00   +5.9642880994956e+00   +7.2185806668050e+00   -2.9141564952175e-02   
+4.5422968337554e+00   +2.1300280157399e+00   +5.9605320737710e+00   +7.2150135889259e+00   -2.9026206050029e-02   
+4.5439698712632e+00   +2.1326864829488e+00   +5.9567723712907e+00   +7.2114420604639e+00   -2.8910829243060e-02   
+4.5456429087711e+00   +2.1353436346095e+00   +5.9530089943739e+00   +7.2078660836220e+00   -2.8795434602439e-02   
+4.5473159462789e+00   +2.1379994690830e+00   +5.9492419453421e+00   +7.2042856606063e+00   -2.8680022199348e-02   
+4.5489889837867e+00   +2.1406539847309e+00   +5.9454712265190e+00   +7.2007007936252e+00   -2.8564592104978e-02   
+4.5506620212946e+00   +2.1433071799160e+00   +5.9416968402304e+00   +7.1971114848900e+00   -2.8449144390532e-02   
+4.5523350588024e+00   +2.1459590530015e+00   +5.9379187888048e+00   +7.1935177366149e+00   -2.8333679127224e-02   
+4.5540080963102e+00   +2.1486096023516e+00   +5.9341370745725e+00   +7.1899195510166e+00   -2.8218196386280e-02   
