# time                 amplitude              uBulk                  uAxis                  tauWall                
+9.8508448460965e+00   +3.5140478620297e-01   -7.6405983689497e+00   -8.4944276430301e+00   +1.1195640072118e-01   
+9.8525178836043e+00   +3.4827523211416e-01   -7.6404346967710e+00   -8.4950097693036e+00   +1.1187827838327e-01   
+9.8541909211121e+00   +3.4514546319169e-01   -7.6402663115882e+00   -8.4955866554282e+00   +1.1180008703321e-01   
+9.8558639586200e+00   +3.4201548136616e-01   -7.6400932135053e+00   -8.4961583010481e+00   +1.1172182671924e-01   
+9.8575369961278e+00   +3.3888528856829e-01   -7.6399154026291e+00   -8.4967247058108e+00   +1.1164349748963e-01   
+9.8592100336356e+00   +3.3575488672895e-01   -7.6397328790692e+00   -8.4972858693667e+00   +1.1156509939271e-01   
+9.8608830711434e+00   +3.3262427777913e-01   -7.6395456429382e+00   -8.4978417913698e+00   +1.1148663247683e-01   
+9.8625561086513e+00   +3.2949346364994e-01   -7.6393536943516e+00   -8.4983924714771e+00   +1.1140809679039e-01   
+9.8642291461591e+00   +3.2636244627263e-01   -7.6391570334278e+00   -8.4989379093489e+00   +1.1132949238184e-01   
+9.8659021836669e+00   +3.2323122757856e-01   -7.6389556602882e+00   -8.4994781046488e+00   +1.1125081929966e-01   
+9.8675752211748e+00   +3.2009980949923e-01   -7.6387495750569e+00   -8.5000130570436e+00   +1.1117207759239e-01   
+9.8692482586826e+00   +3.1696819396626e-01   -7.6385387778611e+00   -8.5005427662032e+00   +1.1109326730860e-01   
+9.8709212961904e+00   +3.1383638291138e-01   -7.6383232688307e+00   -8.5010672318010e+00   +1.1101438849689e-01   
+9.8725943336982e+00   +3.1070437826645e-01   -7.6381030480988e+00   -8.5015864535134e+00   +1.1093544120594e-01   
+9.8742673712061e+00   +3.0757218196344e-01   -7.6378781158012e+00   -8.5021004310201e+00   +1.1085642548443e-01   
+9.8759404087139e+00   +3.0443979593447e-01   -7.6376484720766e+00   -8.5026091640041e+00   +1.1077734138111e-01   
+9.8776134462217e+00   +3.0130722211173e-01   -7.6374141170666e+00   -8.5031126521516e+00   +1.1069818894475e-01   
+9.8792864837296e+00   +2.9817446242756e-01   -7.6371750509159e+00   -8.5036108951519e+00   +1.1061896822420e-01   
+9.8809595212374e+00   +2.9504151881439e-01   -7.6369312737720e+00   -8.5041038926978e+00   +1.1053967926830e-01   
+9.8826325587452e+00   +2.9190839320480e-01   -7.6366827857851e+00   -8.5045916444852e+00   +1.1046032212598e-01   
+9.8843055962530e+00   +2.8877508753144e-01   -7.6364295871086e+00   -8.5050741502131e+00   +1.1038089684618e-01   
+9.8859786337609e+00   +2.8564160372710e-01   -7.6361716778986e+00   -8.5055514095840e+00   +1.1030140347790e-01   
+9.8876516712687e+00   +2.8250794372466e-01   -7.6359090583143e+00   -8.5060234223034e+00   +1.1022184207017e-01   
+9.8893247087765e+00   +2.7937410945713e-01   -7.6356417285176e+00   -8.5064901880802e+00   +1.1014221267207e-01   
+9.8909977462844e+00   +2.7624010285762e-01   -7.6353696886734e+00   -8.5069517066264e+00   +1.1006251533272e-01   
+9.8926707837922e+00   +2.7310592585933e-01   -7.6350929389496e+00   -8.5074079776574e+00   +1.0998275010128e-01   
+9.8943438213000e+00   +2.6997158039558e-01   -7.6348114795169e+00   -8.5078590008918e+00   +1.0990291702695e-01   
+9.8960168588079e+00   +2.6683706839980e-01   -7.6345253105488e+00   -8.5083047760512e+00   +1.0982301615899e-01   
+9.8976898963157e+00   +2.6370239180551e-01   -7.6342344322220e+00   -8.5087453028608e+00   +1.0974304754667e-01   
+9.8993629338235e+00   +2.6056755254633e-01   -7.6339388447158e+00   -8.5091805810487e+00   +1.0966301123932e-01   
+9.9010359713313e+00   +2.5743255255599e-01   -7.6336385482125e+00   -8.5096106103466e+00   +1.0958290728632e-01   
+9.9027090088392e+00   +2.5429739376833e-01   -7.6333335428975e+00   -8.5100353904890e+00   +1.0950273573707e-01   
+9.9043820463470e+00   +2.5116207811725e-01   -7.6330238289588e+00   -8.5104549212141e+00   +1.0942249664104e-01   
+9.9060550838548e+00   +2.4802660753678e-01   -7.6327094065875e+00   -8.5108692022630e+00   +1.0934219004771e-01   
+9.9077281213627e+00   +2.4489098396105e-01   -7.6323902759775e+00   -8.5112782333801e+00   +1.0926181600663e-01   
+9.9094011588705e+00   +2.4175520932424e-01   -7.6320664373257e+00   -8.5116820143132e+00   +1.0918137456736e-01   
+9.9110741963783e+00   +2.3861928556068e-01   -7.6317378908319e+00   -8.5120805448132e+00   +1.0910086577954e-01   
+9.9127472338861e+00   +2.3548321460475e-01   -7.6314046366988e+00   -8.5124738246342e+00   +1.0902028969283e-01   
+9.9144202713940e+00   +2.3234699839095e-01   -7.6310666751318e+00   -8.5128618535337e+00   +1.0893964635692e-01   
+9.9160933089018e+00   +2.2921063885384e-01   -7.6307240063395e+00   -8.5132446312722e+00   +1.0885893582157e-01   
+9.9177663464096e+00   +2.2607413792809e-01   -7.6303766305332e+00   -8.5136221576137e+00   +1.0877815813655e-01   
+9.9194393839175e+00   +2.2293749754846e-01   -7.6300245479272e+00   -8.5139944323254e+00   +1.0869731335170e-01   
+9.9211124214253e+00   +2.1980071964978e-01   -7.6296677587388e+00   -8.5143614551775e+00   +1.0861640151689e-01   
+9.9227854589331e+00   +2.1666380616697e-01   -7.6293062631879e+00   -8.5147232259436e+00   +1.0853542268202e-01   
+9.9244584964409e+00   +2.1352675903504e-01   -7.6289400614976e+00   -8.5150797444007e+00   +1.0845437689705e-01   
+9.9261315339488e+00   +2.1038958018908e-01   -7.6285691538937e+00   -8.5154310103288e+00   +1.0837326421197e-01   
+9.9278045714566e+00   +2.0725227156424e-01   -7.6281935406052e+00   -8.5157770235111e+00   +1.0829208467682e-01   
+9.9294776089644e+00   +2.0411483509580e-01   -7.6278132218636e+00   -8.5161177837343e+00   +1.0821083834167e-01   
+9.9311506464723e+00   +2.0097727271907e-01   -7.6274281979035e+00   -8.5164532907883e+00   +1.0812952525664e-01   
+9.9328236839801e+00   +1.9783958636947e-01   -7.6270384689625e+00   -8.5167835444659e+00   +1.0804814547188e-01   
+9.9344967214879e+00   +1.9470177798246e-01   -7.6266440352810e+00   -8.5171085445635e+00   +1.0796669903760e-01   
+9.9361697589957e+00   +1.9156384949362e-01   -7.6262448971022e+00   -8.5174282908806e+00   +1.0788518600403e-01   
+9.9378427965036e+00   +1.8842580283857e-01   -7.6258410546724e+00   -8.5177427832201e+00   +1.0780360642146e-01   
+9.9395158340114e+00   +1.8528763995302e-01   -7.6254325082407e+00   -8.5180520213878e+00   +1.0772196034021e-01   
+9.9411888715192e+00   +1.8214936277273e-01   -7.6250192580591e+00   -8.5183560051930e+00   +1.0764024781064e-01   
+9.9428619090271e+00   +1.7901097323358e-01   -7.6246013043826e+00   -8.5186547344483e+00   +1.0755846888316e-01   
+9.9445349465349e+00   +1.7587247327146e-01   -7.6241786474688e+00   -8.5189482089693e+00   +1.0747662360821e-01   
+9.9462079840427e+00   +1.7273386482236e-01   -7.6237512875786e+00   -8.5192364285751e+00   +1.0739471203628e-01   
+9.9478810215505e+00   +1.6959514982233e-01   -7.6233192249756e+00   -8.5195193930878e+00   +1.0731273421790e-01   
+9.9495540590584e+00   +1.6645633020750e-01   -7.6228824599262e+00   -8.5197971023329e+00   +1.0723069020363e-01   
+9.9512270965662e+00   +1.6331740791404e-01   -7.6224409927000e+00   -8.5200695561390e+00   +1.0714858004408e-01   
+9.9529001340740e+00   +1.6017838487819e-01   -7.6219948235691e+00   -8.5203367543382e+00   +1.0706640378990e-01   
+9.9545731715819e+00   +1.5703926303627e-01   -7.6215439528089e+00   -8.5205986967656e+00   +1.0698416149179e-01   
+9.9562462090897e+00   +1.5390004432464e-01   -7.6210883806975e+00   -8.5208553832596e+00   +1.0690185320047e-01   
+9.9579192465975e+00   +1.5076073067973e-01   -7.6206281075158e+00   -8.5211068136619e+00   +1.0681947896672e-01   
+9.9595922841053e+00   +1.4762132403803e-01   -7.6201631335479e+00   -8.5213529878174e+00   +1.0673703884134e-01   
+9.9612653216132e+00   +1.4448182633608e-01   -7.6196934590804e+00   -8.5215939055742e+00   +1.0665453287520e-01   
+9.9629383591210e+00   +1.4134223951048e-01   -7.6192190844032e+00   -8.5218295667838e+00   +1.0657196111918e-01   
+9.9646113966288e+00   +1.3820256549789e-01   -7.6187400098088e+00   -8.5220599713007e+00   +1.0648932362422e-01   
+9.9662844341367e+00   +1.3506280623500e-01   -7.6182562355928e+00   -8.5222851189828e+00   +1.0640662044130e-01   
+9.9679574716445e+00   +1.3192296365860e-01   -7.6177677620536e+00   -8.5225050096913e+00   +1.0632385162143e-01   
+9.9696305091523e+00   +1.2878303970548e-01   -7.6172745894925e+00   -8.5227196432905e+00   +1.0624101721566e-01   
+9.9713035466602e+00   +1.2564303631251e-01   -7.6167767182138e+00   -8.5229290196480e+00   +1.0615811727510e-01   
+9.9729765841680e+00   +1.2250295541661e-01   -7.6162741485244e+00   -8.5231331386346e+00   +1.0607515185087e-01   
+9.9746496216758e+00   +1.1936279895472e-01   -7.6157668807345e+00   -8.5233320001246e+00   +1.0599212099417e-01   
+9.9763226591836e+00   +1.1622256886386e-01   -7.6152549151569e+00   -8.5235256039951e+00   +1.0590902475619e-01   
+9.9779956966915e+00   +1.1308226708109e-01   -7.6147382521075e+00   -8.5237139501267e+00   +1.0582586318821e-01   
+9.9796687341993e+00   +1.0994189554349e-01   -7.6142168919049e+00   -8.5238970384033e+00   +1.0574263634152e-01   
+9.9813417717071e+00   +1.0680145618821e-01   -7.6136908348708e+00   -8.5240748687120e+00   +1.0565934426746e-01   
+9.9830148092150e+00   +1.0366095095242e-01   -7.6131600813297e+00   -8.5242474409430e+00   +1.0557598701741e-01   
+9.9846878467228e+00   +1.0052038177334e-01   -7.6126246316089e+00   -8.5244147549899e+00   +1.0549256464278e-01   
+9.9863608842306e+00   +9.7379750588253e-02   -7.6120844860387e+00   -8.5245768107495e+00   +1.0540907719504e-01   
+9.9880339217384e+00   +9.4239059334439e-02   -7.6115396449524e+00   -8.5247336081218e+00   +1.0532552472568e-01   
+9.9897069592463e+00   +9.1098309949235e-02   -7.6109901086860e+00   -8.5248851470101e+00   +1.0524190728625e-01   
+9.9913799967541e+00   +8.7957504370019e-02   -7.6104358775785e+00   -8.5250314273209e+00   +1.0515822492833e-01   
+9.9930530342619e+00   +8.4816644534192e-02   -7.6098769519717e+00   -8.5251724489641e+00   +1.0507447770352e-01   
+9.9947260717698e+00   +8.1675732379197e-02   -7.6093133322105e+00   -8.5253082118525e+00   +1.0499066566350e-01   
+9.9963991092776e+00   +7.8534769842511e-02   -7.6087450186426e+00   -8.5254387159024e+00   +1.0490678885996e-01   
+9.9980721467854e+00   +7.5393758861629e-02   -7.6081720116184e+00   -8.5255639610335e+00   +1.0482284734464e-01   
+9.9997451842932e+00   +7.2252701374092e-02   -7.6075943114915e+00   -8.5256839471683e+00   +1.0473884116933e-01   
+1.0001418221801e+01   +6.9111599317458e-02   -7.6070119186181e+00   -8.5257986742329e+00   +1.0465477038583e-01   
+1.0003091259309e+01   +6.5970454629311e-02   -7.6064248333576e+00   -8.5259081421565e+00   +1.0457063504602e-01   
+1.0004764296817e+01   +6.2829269247280e-02   -7.6058330560721e+00   -8.5260123508716e+00   +1.0448643520178e-01   
+1.0006437334325e+01   +5.9688045108995e-02   -7.6052365871267e+00   -8.5261113003139e+00   +1.0440217090506e-01   
+1.0008110371832e+01   +5.6546784152128e-02   -7.6046354268891e+00   -8.5262049904224e+00   +1.0431784220783e-01   
+1.0009783409340e+01   +5.3405488314364e-02   -7.6040295757304e+00   -8.5262934211393e+00   +1.0423344916212e-01   
+1.0011456446848e+01   +5.0264159533408e-02   -7.6034190340242e+00   -8.5263765924099e+00   +1.0414899181998e-01   
+1.0013129484356e+01   +4.7122799746993e-02   -7.6028038021471e+00   -8.5264545041831e+00   +1.0406447023351e-01   
+1.0014802521864e+01   +4.3981410892871e-02   -7.6021838804786e+00   -8.5265271564108e+00   +1.0397988445484e-01   
+1.0016475559372e+01   +4.0839994908801e-02   -7.6015592694012e+00   -8.5265945490481e+00   +1.0389523453616e-01   
+1.0018148596879e+01   +3.7698553732574e-02   -7.6009299693000e+00   -8.5266566820535e+00   +1.0381052052968e-01   
+1.0019821634387e+01   +3.4557089301982e-02   -7.6002959805634e+00   -8.5267135553887e+00   +1.0372574248765e-01   
+1.0021494671895e+01   +3.1415603554844e-02   -7.5996573035823e+00   -8.5267651690185e+00   +1.0364090046237e-01   
+1.0023167709403e+01   +2.8274098428980e-02   -7.5990139387508e+00   -8.5268115229112e+00   +1.0355599450618e-01   
+1.0024840746911e+01   +2.5132575862231e-02   -7.5983658864657e+00   -8.5268526170380e+00   +1.0347102467145e-01   
+1.0026513784419e+01   +2.1991037792451e-02   -7.5977131471267e+00   -8.5268884513738e+00   +1.0338599101059e-01   
+1.0028186821926e+01   +1.8849486157490e-02   -7.5970557211365e+00   -8.5269190258964e+00   +1.0330089357606e-01   
+1.0029859859434e+01   +1.5707922895222e-02   -7.5963936089007e+00   -8.5269443405869e+00   +1.0321573242034e-01   
+1.0031532896942e+01   +1.2566349943515e-02   -7.5957268108276e+00   -8.5269643954296e+00   +1.0313050759598e-01   
+1.0033205934450e+01   +9.4247692402513e-03   -7.5950553273286e+00   -8.5269791904124e+00   +1.0304521915554e-01   
+1.0034878971958e+01   +6.2831827233203e-03   -7.5943791588179e+00   -8.5269887255259e+00   +1.0295986715162e-01   
+1.0036552009465e+01   +3.1415923306065e-03   -7.5936983057125e+00   -8.5269930007644e+00   +1.0287445163689e-01   
+1.0038225046973e+01   -2.8179255993121e-15   -7.5930127684324e+00   -8.5269920161251e+00   +1.0278897266403e-01   
+1.0039898084481e+01   -3.1415923306086e-03   -7.5923225474007e+00   -8.5269857716088e+00   +1.0270343028577e-01   
+1.0041571121989e+01   -6.2831827233295e-03   -7.5916276430428e+00   -8.5269742672192e+00   +1.0261782455487e-01   
+1.0043244159497e+01   -9.4247692402605e-03   -7.5909280557877e+00   -8.5269575029635e+00   +1.0253215552414e-01   
+1.0044917197005e+01   -1.2566349943520e-02   -7.5902237860667e+00   -8.5269354788519e+00   +1.0244642324643e-01   
+1.0046590234512e+01   -1.5707922895228e-02   -7.5895148343143e+00   -8.5269081948981e+00   +1.0236062777461e-01   
+1.0048263272020e+01   -1.8849486157495e-02   -7.5888012009679e+00   -8.5268756511190e+00   +1.0227476916162e-01   
+1.0049936309528e+01   -2.1991037792456e-02   -7.5880828864675e+00   -8.5268378475345e+00   +1.0218884746041e-01   
+1.0051609347036e+01   -2.5132575862241e-02   -7.5873598912564e+00   -8.5267947841680e+00   +1.0210286272398e-01   
+1.0053282384544e+01   -2.8274098428986e-02   -7.5866322157806e+00   -8.5267464610460e+00   +1.0201681500538e-01   
+1.0054955422052e+01   -3.1415603554850e-02   -7.5858998604887e+00   -8.5266928781985e+00   +1.0193070435768e-01   
+1.0056628459559e+01   -3.4557089301988e-02   -7.5851628258327e+00   -8.5266340356583e+00   +1.0184453083400e-01   
+1.0058301497067e+01   -3.7698553732577e-02   -7.5844211122672e+00   -8.5265699334619e+00   +1.0175829448750e-01   
+1.0059974534575e+01   -4.0839994908810e-02   -7.5836747202497e+00   -8.5265005716488e+00   +1.0167199537137e-01   
+1.0061647572083e+01   -4.3981410892877e-02   -7.5829236502405e+00   -8.5264259502617e+00   +1.0158563353885e-01   
+1.0063320609591e+01   -4.7122799746999e-02   -7.5821679027031e+00   -8.5263460693466e+00   +1.0149920904320e-01   
+1.0064993647099e+01   -5.0264159533414e-02   -7.5814074781036e+00   -8.5262609289530e+00   +1.0141272193774e-01   
+1.0066666684606e+01   -5.3405488314366e-02   -7.5806423769110e+00   -8.5261705291331e+00   +1.0132617227582e-01   
+1.0068339722114e+01   -5.6546784152134e-02   -7.5798725995973e+00   -8.5260748699430e+00   +1.0123956011082e-01   
+1.0070012759622e+01   -5.9688045109004e-02   -7.5790981466373e+00   -8.5259739514414e+00   +1.0115288549618e-01   
+1.0071685797130e+01   -6.2829269247285e-02   -7.5783190185088e+00   -8.5258677736908e+00   +1.0106614848535e-01   
+1.0073358834638e+01   -6.5970454629320e-02   -7.5775352156924e+00   -8.5257563367565e+00   +1.0097934913185e-01   
+1.0075031872146e+01   -6.9111599317460e-02   -7.5767467386716e+00   -8.5256396407074e+00   +1.0089248748921e-01   
+1.0076704909653e+01   -7.2252701374094e-02   -7.5759535879326e+00   -8.5255176856154e+00   +1.0080556361101e-01   
+1.0078377947161e+01   -7.5393758861634e-02   -7.5751557639649e+00   -8.5253904715557e+00   +1.0071857755088e-01   
+1.0080050984669e+01   -7.8534769842516e-02   -7.5743532672605e+00   -8.5252579986069e+00   +1.0063152936247e-01   
+1.0081724022177e+01   -8.1675732379207e-02   -7.5735460983144e+00   -8.5251202668506e+00   +1.0054441909947e-01   
+1.0083397059685e+01   -8.4816644534198e-02   -7.5727342576246e+00   -8.5249772763717e+00   +1.0045724681563e-01   
+1.0085070097193e+01   -8.7957504370021e-02   -7.5719177456918e+00   -8.5248290272586e+00   +1.0037001256471e-01   
+1.0086743134700e+01   -9.1098309949240e-02   -7.5710965630197e+00   -8.5246755196026e+00   +1.0028271640052e-01   
+1.0088416172208e+01   -9.4239059334445e-02   -7.5702707101148e+00   -8.5245167534984e+00   +1.0019535837691e-01   
+1.0090089209716e+01   -9.7379750588262e-02   -7.5694401874866e+00   -8.5243527290440e+00   +1.0010793854778e-01   
+1.0091762247224e+01   -1.0052038177335e-01   -7.5686049956474e+00   -8.5241834463405e+00   +1.0002045696703e-01   
+1.0093435284732e+01   -1.0366095095242e-01   -7.5677651351124e+00   -8.5240089054924e+00   +9.9932913688649e-02   
+1.0095108322239e+01   -1.0680145618821e-01   -7.5669206063996e+00   -8.5238291066074e+00   +9.9845308766620e-02   
+1.0096781359747e+01   -1.0994189554350e-01   -7.5660714100299e+00   -8.5236440497963e+00   +9.9757642254989e-02   
+1.0098454397255e+01   -1.1308226708110e-01   -7.5652175465273e+00   -8.5234537351732e+00   +9.9669914207831e-02   
+1.0100127434763e+01   -1.1622256886387e-01   -7.5643590164184e+00   -8.5232581628557e+00   +9.9582124679263e-02   
+1.0101800472271e+01   -1.1936279895473e-01   -7.5634958202328e+00   -8.5230573329643e+00   +9.9494273723437e-02   
+1.0103473509779e+01   -1.2250295541661e-01   -7.5626279585030e+00   -8.5228512456229e+00   +9.9406361394544e-02   
+1.0105146547286e+01   -1.2564303631252e-01   -7.5617554317642e+00   -8.5226399009586e+00   +9.9318387746813e-02   
+1.0106819584794e+01   -1.2878303970549e-01   -7.5608782405548e+00   -8.5224232991018e+00   +9.9230352834510e-02   
+1.0108492622302e+01   -1.3192296365861e-01   -7.5599963854158e+00   -8.5222014401862e+00   +9.9142256711940e-02   
+1.0110165659810e+01   -1.3506280623501e-01   -7.5591098668912e+00   -8.5219743243485e+00   +9.9054099433444e-02   
+1.0111838697318e+01   -1.3820256549789e-01   -7.5582186855279e+00   -8.5217419517289e+00   +9.8965881053404e-02   
+1.0113511734826e+01   -1.4134223951049e-01   -7.5573228418755e+00   -8.5215043224707e+00   +9.8877601626235e-02   
+1.0115184772333e+01   -1.4448182633609e-01   -7.5564223364866e+00   -8.5212614367204e+00   +9.8789261206394e-02   
+1.0116857809841e+01   -1.4762132403804e-01   -7.5555171699168e+00   -8.5210132946280e+00   +9.8700859848373e-02   
+1.0118530847349e+01   -1.5076073067974e-01   -7.5546073427244e+00   -8.5207598963465e+00   +9.8612397606703e-02   
+1.0120203884857e+01   -1.5390004432465e-01   -7.5536928554706e+00   -8.5205012420321e+00   +9.8523874535951e-02   
+1.0121876922365e+01   -1.5703926303628e-01   -7.5527737087196e+00   -8.5202373318445e+00   +9.8435290690723e-02   
+1.0123549959873e+01   -1.6017838487820e-01   -7.5518499030382e+00   -8.5199681659464e+00   +9.8346646125662e-02   
+1.0125222997380e+01   -1.6331740791404e-01   -7.5509214389964e+00   -8.5196937445039e+00   +9.8257940895449e-02   
+1.0126896034888e+01   -1.6645633020751e-01   -7.5499883171669e+00   -8.5194140676862e+00   +9.8169175054800e-02   
+1.0128569072396e+01   -1.6959514982234e-01   -7.5490505381252e+00   -8.5191291356658e+00   +9.8080348658473e-02   
+1.0130242109904e+01   -1.7273386482237e-01   -7.5481081024499e+00   -8.5188389486186e+00   +9.7991461761258e-02   
+1.0131915147412e+01   -1.7587247327146e-01   -7.5471610107223e+00   -8.5185435067235e+00   +9.7902514417987e-02   
+1.0133588184920e+01   -1.7901097323358e-01   -7.5462092635265e+00   -8.5182428101628e+00   +9.7813506683525e-02   
+1.0135261222427e+01   -1.8214936277274e-01   -7.5452528614497e+00   -8.5179368591219e+00   +9.7724438612778e-02   
+1.0136934259935e+01   -1.8528763995302e-01   -7.5442918050819e+00   -8.5176256537896e+00   +9.7635310260687e-02   
+1.0138607297443e+01   -1.8842580283857e-01   -7.5433260950158e+00   -8.5173091943578e+00   +9.7546121682232e-02   
+1.0140280334951e+01   -1.9156384949363e-01   -7.5423557318472e+00   -8.5169874810218e+00   +9.7456872932427e-02   
+1.0141953372459e+01   -1.9470177798247e-01   -7.5413807161746e+00   -8.5166605139800e+00   +9.7367564066327e-02   
+1.0143626409967e+01   -1.9783958636947e-01   -7.5404010485995e+00   -8.5163282934341e+00   +9.7278195139021e-02   
+1.0145299447474e+01   -2.0097727271908e-01   -7.5394167297262e+00   -8.5159908195890e+00   +9.7188766205637e-02   
+1.0146972484982e+01   -2.0411483509581e-01   -7.5384277601618e+00   -8.5156480926529e+00   +9.7099277321339e-02   
+1.0148645522490e+01   -2.0725227156425e-01   -7.5374341405165e+00   -8.5153001128372e+00   +9.7009728541328e-02   
+1.0150318559998e+01   -2.1038958018908e-01   -7.5364358714030e+00   -8.5149468803565e+00   +9.6920119920842e-02   
+1.0151991597506e+01   -2.1352675903504e-01   -7.5354329534373e+00   -8.5145883954288e+00   +9.6830451515157e-02   
+1.0153664635013e+01   -2.1666380616697e-01   -7.5344253872378e+00   -8.5142246582752e+00   +9.6740723379584e-02   
+1.0155337672521e+01   -2.1980071964979e-01   -7.5334131734263e+00   -8.5138556691200e+00   +9.6650935569472e-02   
+1.0157010710029e+01   -2.2293749754847e-01   -7.5323963126270e+00   -8.5134814281909e+00   +9.6561088140207e-02   
+1.0158683747537e+01   -2.2607413792810e-01   -7.5313748054672e+00   -8.5131019357186e+00   +9.6471181147212e-02   
+1.0160356785045e+01   -2.2921063885384e-01   -7.5303486525770e+00   -8.5127171919374e+00   +9.6381214645945e-02   
+1.0162029822553e+01   -2.3234699839095e-01   -7.5293178545895e+00   -8.5123271970845e+00   +9.6291188691902e-02   
+1.0163702860060e+01   -2.3548321460476e-01   -7.5282824121404e+00   -8.5119319514005e+00   +9.6201103340616e-02   
+1.0165375897568e+01   -2.3861928556069e-01   -7.5272423258684e+00   -8.5115314551292e+00   +9.6110958647656e-02   
+1.0167048935076e+01   -2.4175520932425e-01   -7.5261975964152e+00   -8.5111257085177e+00   +9.6020754668628e-02   
+1.0168721972584e+01   -2.4489098396105e-01   -7.5251482244251e+00   -8.5107147118162e+00   +9.5930491459174e-02   
+1.0170395010092e+01   -2.4802660753679e-01   -7.5240942105456e+00   -8.5102984652782e+00   +9.5840169074972e-02   
+1.0172068047600e+01   -2.5116207811725e-01   -7.5230355554267e+00   -8.5098769691606e+00   +9.5749787571740e-02   
+1.0173741085107e+01   -2.5429739376833e-01   -7.5219722597215e+00   -8.5094502237233e+00   +9.5659347005227e-02   
+1.0175414122615e+01   -2.5743255255600e-01   -7.5209043240858e+00   -8.5090182292296e+00   +9.5568847431223e-02   
+1.0177087160123e+01   -2.6056755254634e-01   -7.5198317491786e+00   -8.5085809859458e+00   +9.5478288905553e-02   
+1.0178760197631e+01   -2.6370239180552e-01   -7.5187545356612e+00   -8.5081384941419e+00   +9.5387671484076e-02   
+1.0180433235139e+01   -2.6683706839981e-01   -7.5176726841983e+00   -8.5076907540906e+00   +9.5296995222691e-02   
+1.0182106272647e+01   -2.6997158039559e-01   -7.5165861954572e+00   -8.5072377660682e+00   +9.5206260177332e-02   
+1.0183779310154e+01   -2.7310592585934e-01   -7.5154950701080e+00   -8.5067795303542e+00   +9.5115466403967e-02   
+1.0185452347662e+01   -2.7624010285763e-01   -7.5143993088239e+00   -8.5063160472311e+00   +9.5024613958604e-02   
+1.0187125385170e+01   -2.7937410945714e-01   -7.5132989122808e+00   -8.5058473169849e+00   +9.4933702897285e-02   
+1.0188798422678e+01   -2.8250794372467e-01   -7.5121938811574e+00   -8.5053733399047e+00   +9.4842733276088e-02   
+1.0190471460186e+01   -2.8564160372710e-01   -7.5110842161353e+00   -8.5048941162829e+00   +9.4751705151128e-02   
+1.0192144497694e+01   -2.8877508753145e-01   -7.5099699178991e+00   -8.5044096464150e+00   +9.4660618578556e-02   
+1.0193817535201e+01   -2.9190839320480e-01   -7.5088509871362e+00   -8.5039199306001e+00   +9.4569473614558e-02   
+1.0195490572709e+01   -2.9504151881440e-01   -7.5077274245367e+00   -8.5034249691400e+00   +9.4478270315357e-02   
+1.0197163610217e+01   -2.9817446242756e-01   -7.5065992307937e+00   -8.5029247623402e+00   +9.4387008737212e-02   
+1.0198836647725e+01   -3.0130722211173e-01   -7.5054664066032e+00   -8.5024193105092e+00   +9.4295688936418e-02   
+1.0200509685233e+01   -3.0443979593447e-01   -7.5043289526638e+00   -8.5019086139587e+00   +9.4204310969305e-02   
+1.0202182722741e+01   -3.0757218196345e-01   -7.5031868696774e+00   -8.5013926730039e+00   +9.4112874892240e-02   
+1.0203855760248e+01   -3.1070437826645e-01   -7.5020401583483e+00   -8.5008714879629e+00   +9.4021380761626e-02   
+1.0205528797756e+01   -3.1383638291138e-01   -7.5008888193838e+00   -8.5003450591573e+00   +9.3929828633899e-02   
+1.0207201835264e+01   -3.1696819396626e-01   -7.4997328534943e+00   -8.4998133869117e+00   +9.3838218565535e-02   
+1.0208874872772e+01   -3.2009980949924e-01   -7.4985722613928e+00   -8.4992764715542e+00   +9.3746550613043e-02   
+1.0210547910280e+01   -3.2323122757857e-01   -7.4974070437951e+00   -8.4987343134159e+00   +9.3654824832969e-02   
+1.0212220947788e+01   -3.2636244627263e-01   -7.4962372014201e+00   -8.4981869128313e+00   +9.3563041281893e-02   
+1.0213893985295e+01   -3.2949346364994e-01   -7.4950627349893e+00   -8.4976342701381e+00   +9.3471200016432e-02   
+1.0215567022803e+01   -3.3262427777914e-01   -7.4938836452273e+00   -8.4970763856771e+00   +9.3379301093239e-02   
+1.0217240060311e+01   -3.3575488672896e-01   -7.4926999328613e+00   -8.4965132597924e+00   +9.3287344569001e-02   
+1.0218913097819e+01   -3.3888528856830e-01   -7.4915115986215e+00   -8.4959448928315e+00   +9.3195330500442e-02   
+1.0220586135327e+01   -3.4201548136616e-01   -7.4903186432410e+00   -8.4953712851448e+00   +9.3103258944320e-02   
+1.0222259172834e+01   -3.4514546319170e-01   -7.4891210674556e+00   -8.4947924370864e+00   +9.3011129957431e-02   
+1.0223932210342e+01   -3.4827523211417e-01   -7.4879188720040e+00   -8.4942083490131e+00   +9.2918943596603e-02   
+1.0225605247850e+01   -3.5140478620297e-01   -7.4867120576279e+00   -8.4936190212854e+00   +9.2826699918703e-02   
+1.0227278285358e+01   -3.5453412352766e-01   -7.4855006250716e+00   -8.4930244542667e+00   +9.2734398980630e-02   
+1.0228951322866e+01   -3.5766324215788e-01   -7.4842845750825e+00   -8.4924246483239e+00   +9.2642040839321e-02   
+1.0230624360374e+01   -3.6079214016344e-01   -7.4830639084105e+00   -8.4918196038268e+00   +9.2549625551746e-02   
+1.0232297397881e+01   -3.6392081561428e-01   -7.4818386258088e+00   -8.4912093211487e+00   +9.2457153174912e-02   
