# t = +6.6921500313e-01
# r                 u_z
+4.2773437500e-01   +4.7089906431e+00   
+4.2968750000e-01   +4.7306802158e+00   
+4.3164062500e-01   +4.7486486913e+00   
+4.3359375000e-01   +4.7625913107e+00   
+4.3554687500e-01   +4.7721919765e+00   
+4.3750000000e-01   +4.7771232439e+00   
+4.3945312500e-01   +4.7770463414e+00   
+4.4140625000e-01   +4.7716112200e+00   
+4.4335937500e-01   +4.7604566351e+00   
+4.4531250000e-01   +4.7432102617e+00   
+4.4726562500e-01   +4.7194888460e+00   
+4.4921875000e-01   +4.6888983954e+00   
+4.5117187500e-01   +4.6510344083e+00   
+4.5312500000e-01   +4.6054821477e+00   
+4.5507812500e-01   +4.5518169584e+00   
+4.5703125000e-01   +4.4896046337e+00   
+4.5898437500e-01   +4.4184018300e+00   
+4.6093750000e-01   +4.3377565355e+00   
+4.6289062500e-01   +4.2472085935e+00   
+4.6484375000e-01   +4.1462902824e+00   
+4.6679687500e-01   +4.0345269578e+00   
+4.6875000000e-01   +3.9114377557e+00   
+4.7070312500e-01   +3.7765363628e+00   
+4.7265625000e-01   +3.6293318544e+00   
+4.7460937500e-01   +3.4693296035e+00   
+4.7656250000e-01   +3.2960322645e+00   
+4.7851562500e-01   +3.1089408323e+00   
+4.8046875000e-01   +2.9075557827e+00   
+4.8242187500e-01   +2.6913782932e+00   
+4.8437500000e-01   +2.4599115503e+00   
+4.8632812500e-01   +2.2126621436e+00   
+4.8828125000e-01   +1.9491415514e+00   
+4.9023437500e-01   +1.6688677184e+00   
+4.9218750000e-01   +1.3713667307e+00   
+4.9414062500e-01   +1.0561745875e+00   
+4.9609375000e-01   +7.2283907571e-01   
+4.9804687500e-01   +3.7092174685e-01   
+5.0000000000e-01   +0.0000000000e+00   
